"","Year","ROW","COL","Value","GrossOutput_Row","GrossOutput_Col"
"1",1999,"ABW_A01","ABW_A01",0.669,5652.82600000001,5652.82600000001
"2",1999,"ABW_A02","ABW_A01",0.1,2559.88199999993,5652.82600000001
"3",1999,"ABW_A03","ABW_A01",7.446,49638.4370000002,5652.82600000001
"4",1999,"ABW_A04","ABW_A01",53.994,93569.646,5652.82600000001
"5",1999,"ABW_A05","ABW_A01",3.171,10719.0320000011,5652.82600000001
"6",1999,"ABW_A06","ABW_A01",33.712,46636.1709999931,5652.82600000001
"7",1999,"ABW_A07","ABW_A01",98.9,270356.461999998,5652.82600000001
"8",1999,"ABW_A08","ABW_A01",0.758,14029.6300000002,5652.82600000001
"9",1999,"ABW_A09","ABW_A01",1.77,45275.6859999998,5652.82600000001
"10",1999,"ABW_A10","ABW_A01",0.115,22295.8050000002,5652.82600000001
"11",1999,"ABW_A11","ABW_A01",2.998,20833.9019999997,5652.82600000001
"12",1999,"ABW_A12","ABW_A01",0.1,6491.39700000003,5652.82600000001
"13",1999,"ABW_A13","ABW_A01",168.281,126766.666000025,5652.82600000001
"14",1999,"ABW_A14","ABW_A01",45.003,247454.412999999,5652.82600000001
"15",1999,"ABW_A15","ABW_A01",6.629,7983.04599999999,5652.82600000001
"16",1999,"ABW_A16","ABW_A01",431.271,164677.103000001,5652.82600000001
"17",1999,"ABW_A17","ABW_A01",38.663,135130.019000001,5652.82600000001
"18",1999,"ABW_A18","ABW_A01",21.225,341223.235000002,5652.82600000001
"19",1999,"ABW_A19","ABW_A01",140.481,168347.255,5652.82600000001
"20",1999,"ABW_A20","ABW_A01",13.648,122203.773000001,5652.82600000001
"21",1999,"ABW_A21","ABW_A01",1197.73,619937.458999899,5652.82600000001
"22",1999,"ABW_A22","ABW_A01",3.103,274438.211999999,5652.82600000001
"23",1999,"ABW_A23","ABW_A01",47.494,336437.824999999,5652.82600000001
"24",1999,"ABW_A24","ABW_A01",0.1,5015.29399999999,5652.82600000001
"25",1999,"ABW_A25","ABW_A01",0.327,8192.1219999998,5652.82600000001
"26",1999,"ABW_A26","ABW_A01",0.1,2036.984,5652.82600000001
"27",1999,"LG01_LG01","ABW_A01",71.573,NA,5652.82600000001
"28",1999,"LG02_LG02","ABW_A01",-10.787,NA,5652.82600000001
"29",1999,"LH01_LH01","ABW_A01",1965.47,NA,5652.82600000001
"30",1999,"LK01_LK01","ABW_A01",1096.83,NA,5652.82600000001
"31",1999,"LK02_LK02","ABW_A01",89.696,NA,5652.82600000001
"32",1999,"LK03_LK03","ABW_A01",368.87,NA,5652.82600000001
"33",1999,"Imp_A01","ABW_A01",402.992,NA,5652.82600000001
"34",1999,"Imp_A02","ABW_A01",21.653,NA,5652.82600000001
