|ROW|COLNew|Value
0|ABW_A01|ABW_A01|0.141
1|ABW_A01|ABW_A02|0.102
2|ABW_A01|ABW_A03|2.106
3|ABW_A01|ABW_A04|591.667
4|ABW_A01|ABW_A05|3.224
5|ABW_A01|ABW_A06|145.603
6|ABW_A01|ABW_A07|90.039
7|ABW_A01|ABW_A08|0.164
8|ABW_A01|ABW_A09|0.183
9|ABW_A01|ABW_A10|0.14
10|ABW_A01|ABW_A11|0.968
11|ABW_A01|ABW_A12|0.112
12|ABW_A01|ABW_A13|0.812
13|ABW_A01|ABW_A14|76.411
14|ABW_A01|ABW_A15|0.269
15|ABW_A01|ABW_A16|4.339
16|ABW_A01|ABW_A17|6.926
17|ABW_A01|ABW_A18|318.089
18|ABW_A01|ABW_A19|1.312
19|ABW_A01|ABW_A20|0.361
20|ABW_A01|ABW_A21|110.928
21|ABW_A01|ABW_A22|10.559
22|ABW_A01|ABW_A23|31.511
23|ABW_A01|ABW_A24|0.314
24|ABW_A01|ABW_A25|0.144
25|ABW_A01|ABW_A26|0.163
26|ABW_A01|ABW_XG|12.508
27|ABW_A01|ABW_XH|2585.07
28|ABW_A01|ABW_XK01|64.24
29|ABW_A01|ABW_XK02|235.666
30|ABW_A01|ABW_XK03|0.244
31|ABW_A01|ABW_XNPISH|51.214
32|ABW_A02|ABW_A01|0.54
33|ABW_A02|ABW_A02|0.141
34|ABW_A02|ABW_A03|0.978
35|ABW_A02|ABW_A04|28.214
36|ABW_A02|ABW_A05|0.595
37|ABW_A02|ABW_A06|0.897
38|ABW_A02|ABW_A07|1.242
39|ABW_A02|ABW_A08|0.671
40|ABW_A02|ABW_A09|0.855
41|ABW_A02|ABW_A10|0.601
42|ABW_A02|ABW_A11|0.813
43|ABW_A02|ABW_A12|0.371
44|ABW_A02|ABW_A13|0.881
45|ABW_A02|ABW_A14|0.993
46|ABW_A02|ABW_A15|0.981
47|ABW_A02|ABW_A16|0.791
48|ABW_A02|ABW_A17|1.309
49|ABW_A02|ABW_A18|34.533
50|ABW_A02|ABW_A19|1.215
51|ABW_A02|ABW_A20|1.179
52|ABW_A02|ABW_A21|2.119
53|ABW_A02|ABW_A22|0.99
54|ABW_A02|ABW_A23|2.352
55|ABW_A02|ABW_A24|1.104
56|ABW_A02|ABW_A25|0.492
57|ABW_A02|ABW_A26|0.395
58|ABW_A02|ABW_XG|4.282
59|ABW_A02|ABW_XH|73.323
60|ABW_A02|ABW_XK01|0.333
61|ABW_A02|ABW_XK02|12.429
62|ABW_A02|ABW_XK03|0.333
63|ABW_A02|ABW_XNPISH|0.814
64|ABW_A03|ABW_A01|4.633
65|ABW_A03|ABW_A02|1.619
66|ABW_A03|ABW_A03|466.41
67|ABW_A03|ABW_A04|51.081
68|ABW_A03|ABW_A05|3.548
69|ABW_A03|ABW_A06|99.866
70|ABW_A03|ABW_A07|53970.9
71|ABW_A03|ABW_A08|103.071
72|ABW_A03|ABW_A09|5.305
73|ABW_A03|ABW_A10|7.504
74|ABW_A03|ABW_A11|10.254
75|ABW_A03|ABW_A12|592.606
76|ABW_A03|ABW_A13|23283.7
77|ABW_A03|ABW_A14|6646.5
78|ABW_A03|ABW_A15|1.043
79|ABW_A03|ABW_A16|43.686
80|ABW_A03|ABW_A17|27.038
81|ABW_A03|ABW_A18|189.461
82|ABW_A03|ABW_A19|1745.85
83|ABW_A03|ABW_A20|26.391
84|ABW_A03|ABW_A21|399.002
85|ABW_A03|ABW_A22|795.493
86|ABW_A03|ABW_A23|191.906
87|ABW_A03|ABW_A24|0.438
88|ABW_A03|ABW_A25|1.064
89|ABW_A03|ABW_A26|0.126
90|ABW_A03|ABW_XG|52.103
91|ABW_A03|ABW_XH|1290.61
92|ABW_A03|ABW_XK01|111.207
93|ABW_A03|ABW_XK02|1592.7
94|ABW_A03|ABW_XK03|0.559
95|ABW_A03|ABW_XNPISH|2.663
96|ABW_A04|ABW_A01|77.728
97|ABW_A04|ABW_A02|5.021
98|ABW_A04|ABW_A03|3.722
99|ABW_A04|ABW_A04|1020.9
100|ABW_A04|ABW_A05|26.457
101|ABW_A04|ABW_A06|62.9
102|ABW_A04|ABW_A07|1332.49
103|ABW_A04|ABW_A08|0.323
104|ABW_A04|ABW_A09|0.865
105|ABW_A04|ABW_A10|0.308
106|ABW_A04|ABW_A11|26.71
107|ABW_A04|ABW_A12|13.365
108|ABW_A04|ABW_A13|12.321
109|ABW_A04|ABW_A14|6.518
110|ABW_A04|ABW_A15|26.403
111|ABW_A04|ABW_A16|180.975
112|ABW_A04|ABW_A17|1310.35
113|ABW_A04|ABW_A18|21962.3
114|ABW_A04|ABW_A19|22.575
115|ABW_A04|ABW_A20|5.908
116|ABW_A04|ABW_A21|1060.92
117|ABW_A04|ABW_A22|1403.31
118|ABW_A04|ABW_A23|2520.71
119|ABW_A04|ABW_A24|21.357
120|ABW_A04|ABW_A25|0.285
121|ABW_A04|ABW_A26|0.299
122|ABW_A04|ABW_XG|0.231
123|ABW_A04|ABW_XH|46275.7
124|ABW_A04|ABW_XK01|0.259
125|ABW_A04|ABW_XK02|1255.55
126|ABW_A04|ABW_XK03|0.259
127|ABW_A04|ABW_XNPISH|1284.95
128|ABW_A05|ABW_A01|2.443
129|ABW_A05|ABW_A02|3.011
130|ABW_A05|ABW_A03|29.761
131|ABW_A05|ABW_A04|72.504
132|ABW_A05|ABW_A05|322.77
133|ABW_A05|ABW_A06|294.632
134|ABW_A05|ABW_A07|2188.81
135|ABW_A05|ABW_A08|6.777
136|ABW_A05|ABW_A09|67.111
137|ABW_A05|ABW_A10|50.326
138|ABW_A05|ABW_A11|361.543
139|ABW_A05|ABW_A12|3.378
140|ABW_A05|ABW_A13|87.781
141|ABW_A05|ABW_A14|980.636
142|ABW_A05|ABW_A15|12.947
143|ABW_A05|ABW_A16|326.726
144|ABW_A05|ABW_A17|434.637
145|ABW_A05|ABW_A18|513.479
146|ABW_A05|ABW_A19|183.456
147|ABW_A05|ABW_A20|65.467
148|ABW_A05|ABW_A21|378.68
149|ABW_A05|ABW_A22|525.534
150|ABW_A05|ABW_A23|763.861
151|ABW_A05|ABW_A24|3.891
152|ABW_A05|ABW_A25|3.143
153|ABW_A05|ABW_A26|0.214
154|ABW_A05|ABW_XG|4.026
