"","Year","ROW","COL","Value","GrossOutput_Row","GrossOutput_Col"
"1",2000,"ABW_A01","ABW_A01",6.307,9526.95700000154,9526.95700000154
"2",2000,"ABW_A02","ABW_A01",0.1,5470.75100000052,9526.95700000154
"3",2000,"ABW_A03","ABW_A01",31.311,75989.0309999997,9526.95700000154
"4",2000,"ABW_A04","ABW_A01",143.663,105339.821000002,9526.95700000154
"5",2000,"ABW_A05","ABW_A01",7.34,14272.9459999999,9526.95700000154
"6",2000,"ABW_A06","ABW_A01",58.077,50419.7999999933,9526.95700000154
"7",2000,"ABW_A07","ABW_A01",190.785,284455.375000005,9526.95700000154
"8",2000,"ABW_A08","ABW_A01",4.568,22252.5059999998,9526.95700000154
"9",2000,"ABW_A09","ABW_A01",8.613,68140.4269999999,9526.95700000154
"10",2000,"ABW_A10","ABW_A01",0.77,31171.5599999996,9526.95700000154
"11",2000,"ABW_A11","ABW_A01",5.191,22439.9230000007,9526.95700000154
"12",2000,"ABW_A12","ABW_A01",0.253,7765.00400000006,9526.95700000154
"13",2000,"ABW_A13","ABW_A01",302.743,134737.997000023,9526.95700000154
"14",2000,"ABW_A14","ABW_A01",73.749,261307.864,9526.95700000154
"15",2000,"ABW_A15","ABW_A01",9.309,7538.02400000004,9526.95700000154
"16",2000,"ABW_A16","ABW_A01",602.318,159797.476,9526.95700000154
"17",2000,"ABW_A17","ABW_A01",54.64,129747.277,9526.95700000154
"18",2000,"ABW_A18","ABW_A01",33.709,376664.172,9526.95700000154
"19",2000,"ABW_A19","ABW_A01",215.893,148950.655,9526.95700000154
"20",2000,"ABW_A20","ABW_A01",20.311,123683.343000001,9526.95700000154
"21",2000,"ABW_A21","ABW_A01",1837.97,655790.484999901,9526.95700000154
"22",2000,"ABW_A22","ABW_A01",5.951,288187.871000002,9526.95700000154
"23",2000,"ABW_A23","ABW_A01",83.946,364724.954999998,9526.95700000154
"24",2000,"ABW_A24","ABW_A01",0.1,5191.64800000003,9526.95700000154
"25",2000,"ABW_A25","ABW_A01",18.488,14059.0210000016,9526.95700000154
"26",2000,"ABW_A26","ABW_A01",0.1,1661.469,9526.95700000154
"27",2000,"LG01_LG01","ABW_A01",107.811,NA,9526.95700000154
"28",2000,"LG02_LG02","ABW_A01",-4.146,NA,9526.95700000154
"29",2000,"LH01_LH01","ABW_A01",2298.56,NA,9526.95700000154
"30",2000,"LK01_LK01","ABW_A01",1312.87,NA,9526.95700000154
"31",2000,"LK02_LK02","ABW_A01",107.367,NA,9526.95700000154
"32",2000,"LK03_LK03","ABW_A01",441.518,NA,9526.95700000154
"33",2000,"Imp_A01","ABW_A01",384.754,NA,9526.95700000154
"34",2000,"Imp_A02","ABW_A01",20.366,NA,9526.95700000154
"35",2000,"Imp_A03","ABW_A01",53.575,NA,9526.95700000154
"36",2000,"Imp_A04","ABW_A01",219.812,NA,9526.95700000154
"37",2000,"Imp_A05","ABW_A01",65.483,NA,9526.95700000154
"38",2000,"Imp_A06","ABW_A01",68.382,NA,9526.95700000154
"39",2000,"Imp_A07","ABW_A01",548.223,NA,9526.95700000154
"40",2000,"Imp_A08","ABW_A01",85.225,NA,9526.95700000154
"41",2000,"Imp_A09","ABW_A01",229.628,NA,9526.95700000154
"42",2000,"Imp_A10","ABW_A01",47.972,NA,9526.95700000154
"43",2000,"Imp_A11","ABW_A01",31.359,NA,9526.95700000154
"44",2000,"Imp_A12","ABW_A01",20.555,NA,9526.95700000154
"45",2000,"Imp_A13","ABW_A01",32.151,NA,9526.95700000154
"46",2000,"Imp_A14","ABW_A01",28.184,NA,9526.95700000154
"47",2000,"Imp_A15","ABW_A01",15.401,NA,9526.95700000154
"48",2000,"Imp_A16","ABW_A01",19.335,NA,9526.95700000154
"49",2000,"Imp_A17","ABW_A01",21.397,NA,9526.95700000154
"50",2000,"Imp_A18","ABW_A01",29.698,NA,9526.95700000154
"51",2000,"Imp_A19","ABW_A01",78.494,NA,9526.95700000154
"52",2000,"Imp_A20","ABW_A01",30.235,NA,9526.95700000154
"53",2000,"Imp_A21","ABW_A01",283.524,NA,9526.95700000154
"54",2000,"Imp_A22","ABW_A01",23.137,NA,9526.95700000154
"55",2000,"Imp_A23","ABW_A01",73.166,NA,9526.95700000154
"56",2000,"Imp_A24","ABW_A01",16.359,NA,9526.95700000154
"57",2000,"Imp_A25","ABW_A01",20.024,NA,9526.95700000154
"58",2000,"Imp_A26","ABW_A01",132.463,NA,9526.95700000154
"59",2000,"Imp_ZZZ","ABW_A01",-1032.13,NA,9526.95700000154
"60",2000,"ABW_A01","ABW_A02",0.215,9526.95700000154,5470.75100000052
"61",2000,"ABW_A02","ABW_A02",0.1,5470.75100000052,5470.75100000052
"62",2000,"ABW_A03","ABW_A02",12.239,75989.0309999997,5470.75100000052
"63",2000,"ABW_A04","ABW_A02",11.443,105339.821000002,5470.75100000052
