|ROW|COL|Value
7|BRB_A08|BRB_A23|1758.19
8|BRB_A09|BRB_A23|12143.8
9|BRB_A10|BRB_A23|661.871
10|BRB_A11|BRB_A23|4537.63
11|BRB_A12|BRB_A23|240.819
12|BRB_A13|BRB_A23|19282.6
13|BRB_A14|BRB_A23|11347.8
14|BRB_A15|BRB_A23|432.287
15|BRB_A16|BRB_A23|22188.4
16|BRB_A17|BRB_A23|3439.05
17|BRB_A18|BRB_A23|7967.51
18|BRB_A19|BRB_A23|20203.7
19|BRB_A20|BRB_A23|21716.4
20|BRB_A21|BRB_A23|169726.0
21|BRB_A22|BRB_A23|758.473
22|BRB_A23|BRB_A23|40706.0
23|BRB_A24|BRB_A23|51.455
24|BRB_A25|BRB_A23|1325.1
25|BRB_A26|BRB_A23|0.226
26|BRB_LG01|BRB_A23|2533.48
27|BRB_LG02|BRB_A23|-6404.96
28|BRB_LH01|BRB_A23|244566.0
29|BRB_LK01|BRB_A23|79755.6
30|BRB_LK02|BRB_A23|54238.3
31|BRB_LK03|BRB_A23|29149.6
32|Imp_A01|BRB_A23|1061.044
33|Imp_A02|BRB_A23|403.454
34|Imp_A03|BRB_A23|298.01
35|Imp_A04|BRB_A23|2419.417
36|Imp_A05|BRB_A23|1254.526
37|Imp_A06|BRB_A23|1329.894
38|Imp_A07|BRB_A23|17535.863
39|Imp_A08|BRB_A23|858.163
40|Imp_A09|BRB_A23|8766.053
41|Imp_A10|BRB_A23|368.725
42|Imp_A11|BRB_A23|1746.479
43|Imp_A12|BRB_A23|164.115
44|Imp_A13|BRB_A23|206.535
45|Imp_A14|BRB_A23|217.857
46|Imp_A15|BRB_A23|132.294
47|Imp_A16|BRB_A23|258.492
48|Imp_A17|BRB_A23|395.136
49|Imp_A18|BRB_A23|383.528
50|Imp_A19|BRB_A23|2794.485
51|Imp_A20|BRB_A23|3234.317
52|Imp_A21|BRB_A23|21172.015000000003
53|Imp_A22|BRB_A23|330.332
54|Imp_A23|BRB_A23|3279.128
55|Imp_A24|BRB_A23|148.682
56|Imp_A25|BRB_A23|381.076
57|Imp_A26|BRB_A23|1596.739
58|Imp_ZL0008|BRB_A23|3.426
59|Imp_ZLR1|BRB_A23|0.0
0|BRB_A01|BRB_A24|3.754
1|BRB_A02|BRB_A24|1.011
2|BRB_A03|BRB_A24|6.711
3|BRB_A04|BRB_A24|143.797
4|BRB_A05|BRB_A24|20.168
5|BRB_A06|BRB_A24|201.312
6|BRB_A07|BRB_A24|254.297
7|BRB_A08|BRB_A24|59.213
8|BRB_A09|BRB_A24|132.63
9|BRB_A10|BRB_A24|92.217
10|BRB_A11|BRB_A24|46.845
11|BRB_A12|BRB_A24|0.22
12|BRB_A13|BRB_A24|98.94
13|BRB_A14|BRB_A24|268.626
14|BRB_A15|BRB_A24|3.458
15|BRB_A16|BRB_A24|224.56
16|BRB_A17|BRB_A24|12.101
17|BRB_A18|BRB_A24|113.555
18|BRB_A19|BRB_A24|209.078
19|BRB_A20|BRB_A24|642.535
20|BRB_A21|BRB_A24|3566.99
21|BRB_A22|BRB_A24|100.236
22|BRB_A23|BRB_A24|300.71
23|BRB_A24|BRB_A24|0.142
24|BRB_A25|BRB_A24|57.864
25|BRB_A26|BRB_A24|0.258
26|BRB_LG01|BRB_A24|23.676
27|BRB_LG02|BRB_A24|-1.425
28|BRB_LH01|BRB_A24|7962.67
29|BRB_LK01|BRB_A24|1358.18
30|BRB_LK02|BRB_A24|2876.89
31|BRB_LK03|BRB_A24|386.553
32|Imp_A01|BRB_A24|776.817
33|Imp_A02|BRB_A24|264.648
34|Imp_A03|BRB_A24|514.522
35|Imp_A04|BRB_A24|808.537
36|Imp_A05|BRB_A24|480.752
37|Imp_A06|BRB_A24|436.353
38|Imp_A07|BRB_A24|1049.37
39|Imp_A08|BRB_A24|527.298
40|Imp_A09|BRB_A24|1051.531
41|Imp_A10|BRB_A24|422.028
42|Imp_A11|BRB_A24|537.895
43|Imp_A12|BRB_A24|223.545
44|Imp_A13|BRB_A24|284.95
45|Imp_A14|BRB_A24|435.68399999999997
46|Imp_A15|BRB_A24|257.615
47|Imp_A16|BRB_A24|414.192
48|Imp_A17|BRB_A24|539.236
49|Imp_A18|BRB_A24|354.965
50|Imp_A19|BRB_A24|590.309
51|Imp_A20|BRB_A24|593.119
52|Imp_A21|BRB_A24|2308.726
53|Imp_A22|BRB_A24|344.981
54|Imp_A23|BRB_A24|764.326
55|Imp_A24|BRB_A24|248.80599999999998
56|Imp_A25|BRB_A24|138.215
57|Imp_A26|BRB_A24|414.76099999999997
58|Imp_ZL0008|BRB_A24|-3.907
59|Imp_ZLR1|BRB_A24|0.0
0|BRB_A01|BRB_A25|2.932
1|BRB_A02|BRB_A25|0.372
2|BRB_A03|BRB_A25|55.506
3|BRB_A04|BRB_A25|1.883
4|BRB_A05|BRB_A25|58.111
5|BRB_A06|BRB_A25|190.394
6|BRB_A07|BRB_A25|395.822
7|BRB_A08|BRB_A25|107.753
8|BRB_A09|BRB_A25|90.334
9|BRB_A10|BRB_A25|19.63
10|BRB_A11|BRB_A25|38.313
11|BRB_A12|BRB_A25|0.151
12|BRB_A13|BRB_A25|157.797
13|BRB_A14|BRB_A25|118.163
14|BRB_A15|BRB_A25|3.699
15|BRB_A16|BRB_A25|243.241
16|BRB_A17|BRB_A25|40.409
17|BRB_A18|BRB_A25|63.241
18|BRB_A19|BRB_A25|688.588
19|BRB_A20|BRB_A25|858.642
20|BRB_A21|BRB_A25|5036.65
21|BRB_A22|BRB_A25|868.653
22|BRB_A23|BRB_A25|411.273
23|BRB_A24|BRB_A25|0.707
24|BRB_A25|BRB_A25|0.139
25|BRB_A26|BRB_A25|0.201
26|BRB_LG01|BRB_A25|115.223
27|BRB_LG02|BRB_A25|-25.189
28|BRB_LH01|BRB_A25|2816.85
29|BRB_LK01|BRB_A25|8351.41
30|BRB_LK02|BRB_A25|1689.88
31|BRB_LK03|BRB_A25|2817.39
32|Imp_A01|BRB_A25|665.752
33|Imp_A02|BRB_A25|231.154
34|Imp_A03|BRB_A25|419.429
35|Imp_A04|BRB_A25|590.037
36|Imp_A05|BRB_A25|359.81
37|Imp_A06|BRB_A25|328.705
38|Imp_A07|BRB_A25|1082.815
39|Imp_A08|BRB_A25|404.594
40|Imp_A09|BRB_A25|953.1179999999999
41|Imp_A10|BRB_A25|304.572
42|Imp_A11|BRB_A25|380.57
43|Imp_A12|BRB_A25|175.556
44|Imp_A13|BRB_A25|250.122
45|Imp_A14|BRB_A25|347.677
46|Imp_A15|BRB_A25|252.936
47|Imp_A16|BRB_A25|2869.0879999999997
48|Imp_A17|BRB_A25|558.463
49|Imp_A18|BRB_A25|298.578
50|Imp_A19|BRB_A25|557.616
51|Imp_A20|BRB_A25|713.046
52|Imp_A21|BRB_A25|2318.429
53|Imp_A22|BRB_A25|283.703
54|Imp_A23|BRB_A25|691.474
55|Imp_A24|BRB_A25|200.791
56|Imp_A25|BRB_A25|134.204
57|Imp_A26|BRB_A25|360.555
58|Imp_ZL0008|BRB_A25|-8.613
59|Imp_ZLR1|BRB_A25|0.0
0|BRB_A01|BRB_A26|1.119
1|BRB_A02|BRB_A26|1.165
2|BRB_A03|BRB_A26|1.909
3|BRB_A04|BRB_A26|0.582
4|BRB_A05|BRB_A26|0.545
5|BRB_A06|BRB_A26|0.506
6|BRB_A07|BRB_A26|0.41
7|BRB_A08|BRB_A26|0.546
8|BRB_A09|BRB_A26|0.515
9|BRB_A10|BRB_A26|0.909
10|BRB_A11|BRB_A26|0.56
11|BRB_A12|BRB_A26|0.421
12|BRB_A13|BRB_A26|0.562
13|BRB_A14|BRB_A26|1.132
14|BRB_A15|BRB_A26|0.522
15|BRB_A16|BRB_A26|0.553
16|BRB_A17|BRB_A26|0.835
17|BRB_A18|BRB_A26|0.561
18|BRB_A19|BRB_A26|0.845
19|BRB_A20|BRB_A26|0.557
20|BRB_A21|BRB_A26|0.358
21|BRB_A22|BRB_A26|0.418
22|BRB_A23|BRB_A26|0.316
23|BRB_A24|BRB_A26|0.423
24|BRB_A25|BRB_A26|0.809
25|BRB_A26|BRB_A26|0.139
26|BRB_LG01|BRB_A26|0.206
27|BRB_LG02|BRB_A26|-0.284
28|BRB_LH01|BRB_A26|0.206
29|BRB_LK01|BRB_A26|0.206
30|BRB_LK02|BRB_A26|0.206
31|BRB_LK03|BRB_A26|0.206
32|Imp_A01|BRB_A26|1034.431
33|Imp_A02|BRB_A26|320.863
34|Imp_A03|BRB_A26|692.282
35|Imp_A04|BRB_A26|1020.487
36|Imp_A05|BRB_A26|603.386
37|Imp_A06|BRB_A26|555.931
38|Imp_A07|BRB_A26|1335.397
39|Imp_A08|BRB_A26|713.991
40|Imp_A09|BRB_A26|1109.356
41|Imp_A10|BRB_A26|495.954
42|Imp_A11|BRB_A26|369.298
43|Imp_A12|BRB_A26|301.06
44|Imp_A13|BRB_A26|371.397
45|Imp_A14|BRB_A26|622.914
46|Imp_A15|BRB_A26|373.35699999999997
47|Imp_A16|BRB_A26|586.656
48|Imp_A17|BRB_A26|757.491
49|Imp_A18|BRB_A26|498.235
50|Imp_A19|BRB_A26|730.395
51|Imp_A20|BRB_A26|553.366
52|Imp_A21|BRB_A26|1370.007
53|Imp_A22|BRB_A26|487.847
54|Imp_A23|BRB_A26|1061.449
55|Imp_A24|BRB_A26|354.111
56|Imp_A25|BRB_A26|171.643
57|Imp_A26|BRB_A26|514.285
58|Imp_ZL0008|BRB_A26|1.803
59|Imp_ZLR1|BRB_A26|0.0
0|BRN_A01|BRN_A01|29277.6
1|BRN_A02|BRN_A01|29.67
2|BRN_A03|BRN_A01|33.762
3|BRN_A04|BRN_A01|15507.2
4|BRN_A05|BRN_A01|78.727
5|BRN_A06|BRN_A01|1048.55
6|BRN_A07|BRN_A01|6155.12
7|BRN_A08|BRN_A01|270.164
8|BRN_A09|BRN_A01|497.87
9|BRN_A10|BRN_A01|131.567
10|BRN_A11|BRN_A01|95.358
11|BRN_A12|BRN_A01|3.111
12|BRN_A13|BRN_A01|7209.61
13|BRN_A14|BRN_A01|516.433
14|BRN_A15|BRN_A01|78.21
15|BRN_A16|BRN_A01|3783.29
16|BRN_A17|BRN_A01|544.383
17|BRN_A18|BRN_A01|78.323
18|BRN_A19|BRN_A01|1688.54
19|BRN_A20|BRN_A01|186.641
20|BRN_A21|BRN_A01|11873.1
21|BRN_A22|BRN_A01|31.954
22|BRN_A23|BRN_A01|394.523
23|BRN_A24|BRN_A01|0.138
24|BRN_A25|BRN_A01|125.318
25|BRN_A26|BRN_A01|0.052
26|BRN_LG01|BRN_A01|2519.85
27|BRN_LG02|BRN_A01|-6355.49
28|BRN_LH01|BRN_A01|18900.4
29|BRN_LK01|BRN_A01|82329.8
30|BRN_LK02|BRN_A01|14420.5
31|BRN_LK03|BRN_A01|19553.8
32|Imp_A01|BRN_A01|5600.768
33|Imp_A02|BRN_A01|225.581
34|Imp_A03|BRN_A01|503.09
35|Imp_A04|BRN_A01|3093.933
36|Imp_A05|BRN_A01|781.79
37|Imp_A06|BRN_A01|764.968
38|Imp_A07|BRN_A01|10250.343
39|Imp_A08|BRN_A01|1281.383
40|Imp_A09|BRN_A01|2926.1
41|Imp_A10|BRN_A01|439.305
42|Imp_A11|BRN_A01|267.274
43|Imp_A12|BRN_A01|180.108
44|Imp_A13|BRN_A01|265.309
45|Imp_A14|BRN_A01|331.646
46|Imp_A15|BRN_A01|184.82
47|Imp_A16|BRN_A01|320.252
48|Imp_A17|BRN_A01|459.667
49|Imp_A18|BRN_A01|376.07
50|Imp_A19|BRN_A01|751.356
51|Imp_A20|BRN_A01|354.217
52|Imp_A21|BRN_A01|3183.667
53|Imp_A22|BRN_A01|263.105
54|Imp_A23|BRN_A01|730.621
55|Imp_A24|BRN_A01|201.676
56|Imp_A25|BRN_A01|115.217
57|Imp_A26|BRN_A01|482.046
58|Imp_ZL0008|BRN_A01|-5.987
59|Imp_ZLR1|BRN_A01|0.0
0|BRN_A01|BRN_A02|198.098
1|BRN_A02|BRN_A02|1892.41
2|BRN_A03|BRN_A02|5.38
3|BRN_A04|BRN_A02|3572.24
4|BRN_A05|BRN_A02|147.225
5|BRN_A06|BRN_A02|230.053
6|BRN_A07|BRN_A02|1868.96
7|BRN_A08|BRN_A02|134.43
8|BRN_A09|BRN_A02|647.557
9|BRN_A10|BRN_A02|870.493
10|BRN_A11|BRN_A02|571.5
11|BRN_A12|BRN_A02|1.243
12|BRN_A13|BRN_A02|222.695
13|BRN_A14|BRN_A02|77.582
14|BRN_A15|BRN_A02|27.283
15|BRN_A16|BRN_A02|1454.25
16|BRN_A17|BRN_A02|386.75
17|BRN_A18|BRN_A02|10.617
18|BRN_A19|BRN_A02|353.144
19|BRN_A20|BRN_A02|163.526
20|BRN_A21|BRN_A02|1541.85
21|BRN_A22|BRN_A02|3.835
22|BRN_A23|BRN_A02|377.4
23|BRN_A24|BRN_A02|0.765
24|BRN_A25|BRN_A02|98.857
25|BRN_A26|BRN_A02|0.369
26|BRN_LG01|BRN_A02|76.156
27|BRN_LG02|BRN_A02|-257.287
28|BRN_LH01|BRN_A02|2035.79
29|BRN_LK01|BRN_A02|3064.87
30|BRN_LK02|BRN_A02|464.548
31|BRN_LK03|BRN_A02|731.524
32|Imp_A01|BRN_A02|719.458
33|Imp_A02|BRN_A02|288.834
34|Imp_A03|BRN_A02|471.699
35|Imp_A04|BRN_A02|963.719
36|Imp_A05|BRN_A02|492.794
37|Imp_A06|BRN_A02|309.513
38|Imp_A07|BRN_A02|1181.633
39|Imp_A08|BRN_A02|466.35
40|Imp_A09|BRN_A02|648.192
41|Imp_A10|BRN_A02|285.124
42|Imp_A11|BRN_A02|231.67
43|Imp_A12|BRN_A02|161.232
44|Imp_A13|BRN_A02|236.808
45|Imp_A14|BRN_A02|320.309
46|Imp_A15|BRN_A02|179.022
47|Imp_A16|BRN_A02|300.686
48|Imp_A17|BRN_A02|423.548
49|Imp_A18|BRN_A02|258.628
50|Imp_A19|BRN_A02|514.272
51|Imp_A20|BRN_A02|275.811
52|Imp_A21|BRN_A02|1050.488
53|Imp_A22|BRN_A02|249.531
54|Imp_A23|BRN_A02|583.109
55|Imp_A24|BRN_A02|188.415
56|Imp_A25|BRN_A02|98.894
57|Imp_A26|BRN_A02|307.267
58|Imp_ZL0008|BRN_A02|-7.032
59|Imp_ZLR1|BRN_A02|0.0
0|BRN_A01|BRN_A03|4597.96
1|BRN_A02|BRN_A03|23.089
2|BRN_A03|BRN_A03|18037.2
3|BRN_A04|BRN_A03|1139.58
4|BRN_A05|BRN_A03|3434.03
5|BRN_A06|BRN_A03|14581.4
6|BRN_A07|BRN_A03|136069.0
7|BRN_A08|BRN_A03|47238.5
8|BRN_A09|BRN_A03|63620.2
9|BRN_A10|BRN_A03|17103.0
10|BRN_A11|BRN_A03|9261.53
11|BRN_A12|BRN_A03|2265.64
12|BRN_A13|BRN_A03|1002340.0
13|BRN_A14|BRN_A03|58872.3
14|BRN_A15|BRN_A03|2243.39
15|BRN_A16|BRN_A03|20797.3
16|BRN_A17|BRN_A03|15484.7
17|BRN_A18|BRN_A03|2417.37
18|BRN_A19|BRN_A03|95121.9
19|BRN_A20|BRN_A03|6458.81
20|BRN_A21|BRN_A03|107075.0
21|BRN_A22|BRN_A03|484.585
22|BRN_A23|BRN_A03|1240.31
23|BRN_A24|BRN_A03|14.665
24|BRN_A25|BRN_A03|7920.65
25|BRN_A26|BRN_A03|8.109
26|BRN_LG01|BRN_A03|97378.8
27|BRN_LG02|BRN_A03|-386.46
28|BRN_LH01|BRN_A03|644445.0
29|BRN_LK01|BRN_A03|2079960.0
30|BRN_LK02|BRN_A03|485572.0
31|BRN_LK03|BRN_A03|600192.0
32|Imp_A01|BRN_A03|671.296
33|Imp_A02|BRN_A03|164.619
34|Imp_A03|BRN_A03|4924.183
35|Imp_A04|BRN_A03|534.899
36|Imp_A05|BRN_A03|339.635
37|Imp_A06|BRN_A03|317.26
38|Imp_A07|BRN_A03|4505.245
39|Imp_A08|BRN_A03|1197.708
40|Imp_A09|BRN_A03|3462.445
41|Imp_A10|BRN_A03|393.308
42|Imp_A11|BRN_A03|1408.971
43|Imp_A12|BRN_A03|137.767
44|Imp_A13|BRN_A03|177.3
45|Imp_A14|BRN_A03|306.68
46|Imp_A15|BRN_A03|193.739
47|Imp_A16|BRN_A03|317.867
48|Imp_A17|BRN_A03|438.394
49|Imp_A18|BRN_A03|361.714
50|Imp_A19|BRN_A03|705.17
51|Imp_A20|BRN_A03|304.019
52|Imp_A21|BRN_A03|2028.701
53|Imp_A22|BRN_A03|257.291
54|Imp_A23|BRN_A03|704.033
55|Imp_A24|BRN_A03|201.84
56|Imp_A25|BRN_A03|81.784
57|Imp_A26|BRN_A03|453.715
58|Imp_ZL0008|BRN_A03|-7.992
59|Imp_ZLR1|BRN_A03|0.0
0|BRN_A01|BRN_A04|76933.4
1|BRN_A02|BRN_A04|7581.89
2|BRN_A03|BRN_A04|30.575
3|BRN_A04|BRN_A04|85632.7
4|BRN_A05|BRN_A04|148.453
5|BRN_A06|BRN_A04|8381.7
6|BRN_A07|BRN_A04|7836.13
7|BRN_A08|BRN_A04|4438.69
8|BRN_A09|BRN_A04|1121.72
9|BRN_A10|BRN_A04|272.708
10|BRN_A11|BRN_A04|575.782
11|BRN_A12|BRN_A04|26.908
12|BRN_A13|BRN_A04|22829.7
13|BRN_A14|BRN_A04|646.83
14|BRN_A15|BRN_A04|191.82
15|BRN_A16|BRN_A04|12918.8
16|BRN_A17|BRN_A04|323.999
17|BRN_A18|BRN_A04|726.151
18|BRN_A19|BRN_A04|4059.71
19|BRN_A20|BRN_A04|708.807
20|BRN_A21|BRN_A04|15863.5
21|BRN_A22|BRN_A04|29.695
22|BRN_A23|BRN_A04|319.223
23|BRN_A24|BRN_A04|0.09
24|BRN_A25|BRN_A04|327.189
25|BRN_A26|BRN_A04|0.046
26|BRN_LG01|BRN_A04|6564.76
27|BRN_LG02|BRN_A04|-18155.0
28|BRN_LH01|BRN_A04|46032.1
29|BRN_LK01|BRN_A04|61828.7
30|BRN_LK02|BRN_A04|16938.8
31|BRN_LK03|BRN_A04|14148.3
32|Imp_A01|BRN_A04|22083.497
33|Imp_A02|BRN_A04|6760.099
34|Imp_A03|BRN_A04|464.328
35|Imp_A04|BRN_A04|57947.847
36|Imp_A05|BRN_A04|1912.177
37|Imp_A06|BRN_A04|4546.008
38|Imp_A07|BRN_A04|6467.026
39|Imp_A08|BRN_A04|3518.4080000000004
40|Imp_A09|BRN_A04|4913.238
41|Imp_A10|BRN_A04|507.223
42|Imp_A11|BRN_A04|400.11
43|Imp_A12|BRN_A04|302.296
44|Imp_A13|BRN_A04|248.428
45|Imp_A14|BRN_A04|294.626
46|Imp_A15|BRN_A04|212.44
47|Imp_A16|BRN_A04|1694.833
48|Imp_A17|BRN_A04|1238.13
49|Imp_A18|BRN_A04|609.345
50|Imp_A19|BRN_A04|913.437
51|Imp_A20|BRN_A04|421.57
52|Imp_A21|BRN_A04|3158.729
53|Imp_A22|BRN_A04|248.204
54|Imp_A23|BRN_A04|860.608
55|Imp_A24|BRN_A04|185.088
56|Imp_A25|BRN_A04|136.765
57|Imp_A26|BRN_A04|946.13
58|Imp_ZL0008|BRN_A04|-4.313
59|Imp_ZLR1|BRN_A04|0.0
0|BRN_A01|BRN_A05|7689.26
1|BRN_A02|BRN_A05|13.177
2|BRN_A03|BRN_A05|31.799
3|BRN_A04|BRN_A05|4304.61
4|BRN_A05|BRN_A05|27073.3
5|BRN_A06|BRN_A05|4800.01
6|BRN_A07|BRN_A05|23522.9
7|BRN_A08|BRN_A05|1302.78
8|BRN_A09|BRN_A05|1588.26
9|BRN_A10|BRN_A05|122.192
10|BRN_A11|BRN_A05|3126.44
11|BRN_A12|BRN_A05|54.586
12|BRN_A13|BRN_A05|24171.5
13|BRN_A14|BRN_A05|640.416
14|BRN_A15|BRN_A05|384.222
15|BRN_A16|BRN_A05|9121.4
16|BRN_A17|BRN_A05|1535.4
17|BRN_A18|BRN_A05|573.336
18|BRN_A19|BRN_A05|2668.47
19|BRN_A20|BRN_A05|965.799
20|BRN_A21|BRN_A05|10865.4
21|BRN_A22|BRN_A05|13.122
22|BRN_A23|BRN_A05|214.68
23|BRN_A24|BRN_A05|0.604
24|BRN_A25|BRN_A05|1431.07
25|BRN_A26|BRN_A05|0.242
26|BRN_LG01|BRN_A05|490.73
27|BRN_LG02|BRN_A05|-105.28
28|BRN_LH01|BRN_A05|35905.1
29|BRN_LK01|BRN_A05|20136.3
30|BRN_LK02|BRN_A05|8072.14
31|BRN_LK03|BRN_A05|6262.31
32|Imp_A01|BRN_A05|1755.542
33|Imp_A02|BRN_A05|183.5
34|Imp_A03|BRN_A05|507.844
35|Imp_A04|BRN_A05|1996.127
36|Imp_A05|BRN_A05|27982.494
37|Imp_A06|BRN_A05|754.938
38|Imp_A07|BRN_A05|6202.155
39|Imp_A08|BRN_A05|838.5
40|Imp_A09|BRN_A05|1976.917
41|Imp_A10|BRN_A05|356.787
42|Imp_A11|BRN_A05|739.958
43|Imp_A12|BRN_A05|423.76599999999996
44|Imp_A13|BRN_A05|214.733
45|Imp_A14|BRN_A05|317.223
46|Imp_A15|BRN_A05|180.008
47|Imp_A16|BRN_A05|305.937
48|Imp_A17|BRN_A05|420.67
49|Imp_A18|BRN_A05|336.151
50|Imp_A19|BRN_A05|583.238
51|Imp_A20|BRN_A05|337.621
52|Imp_A21|BRN_A05|1597.711
53|Imp_A22|BRN_A05|260.217
54|Imp_A23|BRN_A05|824.702
55|Imp_A24|BRN_A05|193.867
56|Imp_A25|BRN_A05|117.219
57|Imp_A26|BRN_A05|511.227
58|Imp_ZL0008|BRN_A05|-5.986
59|Imp_ZLR1|BRN_A05|0.0
0|BRN_A01|BRN_A06|29031.4
1|BRN_A02|BRN_A06|0.664
2|BRN_A03|BRN_A06|58.158
3|BRN_A04|BRN_A06|1416.94
4|BRN_A05|BRN_A06|752.268
5|BRN_A06|BRN_A06|79821.4
6|BRN_A07|BRN_A06|14919.7
7|BRN_A08|BRN_A06|1930.66
8|BRN_A09|BRN_A06|3096.96
9|BRN_A10|BRN_A06|123.208
10|BRN_A11|BRN_A06|1470.05
11|BRN_A12|BRN_A06|327.293
12|BRN_A13|BRN_A06|47743.9
13|BRN_A14|BRN_A06|1416.14
14|BRN_A15|BRN_A06|260.364
15|BRN_A16|BRN_A06|13244.9
16|BRN_A17|BRN_A06|580.936
17|BRN_A18|BRN_A06|1361.32
18|BRN_A19|BRN_A06|4389.46
19|BRN_A20|BRN_A06|2206.3
20|BRN_A21|BRN_A06|14514.7
21|BRN_A22|BRN_A06|34.832
22|BRN_A23|BRN_A06|401.284
23|BRN_A24|BRN_A06|0.172
24|BRN_A25|BRN_A06|585.888
25|BRN_A26|BRN_A06|0.082
26|BRN_LG01|BRN_A06|1288.67
27|BRN_LG02|BRN_A06|-250.386
28|BRN_LH01|BRN_A06|85809.0
29|BRN_LK01|BRN_A06|53730.9
30|BRN_LK02|BRN_A06|19719.8
31|BRN_LK03|BRN_A06|16535.3
32|Imp_A01|BRN_A06|5272.901
33|Imp_A02|BRN_A06|218.47299999999998
34|Imp_A03|BRN_A06|577.297
35|Imp_A04|BRN_A06|920.516
36|Imp_A05|BRN_A06|4470.344
37|Imp_A06|BRN_A06|54851.363999999994
38|Imp_A07|BRN_A06|7046.890999999999
39|Imp_A08|BRN_A06|2051.069
40|Imp_A09|BRN_A06|6883.019
41|Imp_A10|BRN_A06|412.165
42|Imp_A11|BRN_A06|698.228
43|Imp_A12|BRN_A06|876.087
44|Imp_A13|BRN_A06|272.488
45|Imp_A14|BRN_A06|334.929
46|Imp_A15|BRN_A06|191.746
47|Imp_A16|BRN_A06|356.313
48|Imp_A17|BRN_A06|533.131
49|Imp_A18|BRN_A06|514.45
50|Imp_A19|BRN_A06|1526.577
51|Imp_A20|BRN_A06|715.384
52|Imp_A21|BRN_A06|4691.8589999999995
53|Imp_A22|BRN_A06|292.347
54|Imp_A23|BRN_A06|1207.587
55|Imp_A24|BRN_A06|211.063
56|Imp_A25|BRN_A06|183.342
57|Imp_A26|BRN_A06|936.588
58|Imp_ZL0008|BRN_A06|-2.182
59|Imp_ZLR1|BRN_A06|0.0
0|BRN_A01|BRN_A07|2522.17
1|BRN_A02|BRN_A07|28.623
2|BRN_A03|BRN_A07|9927.26
3|BRN_A04|BRN_A07|6105.09
4|BRN_A05|BRN_A07|1433.15
5|BRN_A06|BRN_A07|17377.4
6|BRN_A07|BRN_A07|246687.0
7|BRN_A08|BRN_A07|11252.8
8|BRN_A09|BRN_A07|10700.8
9|BRN_A10|BRN_A07|2461.97
10|BRN_A11|BRN_A07|1660.92
11|BRN_A12|BRN_A07|800.965
12|BRN_A13|BRN_A07|189301.0
13|BRN_A14|BRN_A07|4567.78
14|BRN_A15|BRN_A07|717.5
15|BRN_A16|BRN_A07|29630.1
16|BRN_A17|BRN_A07|3571.26
17|BRN_A18|BRN_A07|2429.88
18|BRN_A19|BRN_A07|13343.9
19|BRN_A20|BRN_A07|3732.99
20|BRN_A21|BRN_A07|56529.8
21|BRN_A22|BRN_A07|94.236
22|BRN_A23|BRN_A07|1080.33
23|BRN_A24|BRN_A07|0.243
24|BRN_A25|BRN_A07|1378.64
25|BRN_A26|BRN_A07|0.085
26|BRN_LG01|BRN_A07|8413.59
27|BRN_LG02|BRN_A07|-1222.95
28|BRN_LH01|BRN_A07|132388.0
29|BRN_LK01|BRN_A07|137146.0
30|BRN_LK02|BRN_A07|40327.8
31|BRN_LK03|BRN_A07|48735.3
32|Imp_A01|BRN_A07|3489.6240000000003
33|Imp_A02|BRN_A07|245.565
34|Imp_A03|BRN_A07|89965.12
35|Imp_A04|BRN_A07|3630.3469999999998
36|Imp_A05|BRN_A07|4097.188
37|Imp_A06|BRN_A07|2735.61
38|Imp_A07|BRN_A07|133367.354
39|Imp_A08|BRN_A07|7666.223
40|Imp_A09|BRN_A07|16612.297
41|Imp_A10|BRN_A07|573.161
42|Imp_A11|BRN_A07|23566.976000000002
43|Imp_A12|BRN_A07|586.669
44|Imp_A13|BRN_A07|311.837
45|Imp_A14|BRN_A07|318.434
46|Imp_A15|BRN_A07|183.92
47|Imp_A16|BRN_A07|356.787
48|Imp_A17|BRN_A07|544.173
49|Imp_A18|BRN_A07|1004.517
50|Imp_A19|BRN_A07|1455.2640000000001
51|Imp_A20|BRN_A07|778.553
52|Imp_A21|BRN_A07|8725.907
53|Imp_A22|BRN_A07|287.779
54|Imp_A23|BRN_A07|1350.106
55|Imp_A24|BRN_A07|207.451
56|Imp_A25|BRN_A07|194.018
57|Imp_A26|BRN_A07|3375.274
58|Imp_ZL0008|BRN_A07|-2.189
59|Imp_ZLR1|BRN_A07|0.0
0|BRN_A01|BRN_A08|160.633
1|BRN_A02|BRN_A08|17.58
2|BRN_A03|BRN_A08|847.015
3|BRN_A04|BRN_A08|50.307
4|BRN_A05|BRN_A08|231.841
5|BRN_A06|BRN_A08|3920.83
6|BRN_A07|BRN_A08|13088.2
7|BRN_A08|BRN_A08|123652.0
8|BRN_A09|BRN_A08|12852.7
9|BRN_A10|BRN_A08|765.809
10|BRN_A11|BRN_A08|999.93
11|BRN_A12|BRN_A08|2679.5
12|BRN_A13|BRN_A08|82890.6
13|BRN_A14|BRN_A08|2544.19
14|BRN_A15|BRN_A08|299.447
15|BRN_A16|BRN_A08|15090.8
16|BRN_A17|BRN_A08|694.181
17|BRN_A18|BRN_A08|1481.56
18|BRN_A19|BRN_A08|5373.35
19|BRN_A20|BRN_A08|2069.39
20|BRN_A21|BRN_A08|20794.4
21|BRN_A22|BRN_A08|33.57
22|BRN_A23|BRN_A08|444.954
