|ROW|COL|Value
41|Imp_A10|MDG_A21|11358.676
42|Imp_A11|MDG_A21|6064.351
43|Imp_A12|MDG_A21|553.004
44|Imp_A13|MDG_A21|572.974
45|Imp_A14|MDG_A21|523.716
46|Imp_A15|MDG_A21|494.617
47|Imp_A16|MDG_A21|6162.97
48|Imp_A17|MDG_A21|3992.438
49|Imp_A18|MDG_A21|2307.765
50|Imp_A19|MDG_A21|23787.388
51|Imp_A20|MDG_A21|12094.210000000001
52|Imp_A21|MDG_A21|109020.248
53|Imp_A22|MDG_A21|919.851
54|Imp_A23|MDG_A21|20993.937
55|Imp_A24|MDG_A21|492.505
56|Imp_A25|MDG_A21|252.387
57|Imp_A26|MDG_A21|7501.51
58|Imp_ZL0008|MDG_A21|95.906
59|Imp_ZLR1|MDG_A21|0.0
0|MDG_A01|MDG_A22|191.036
1|MDG_A02|MDG_A22|8.359
2|MDG_A03|MDG_A22|3006.91
3|MDG_A04|MDG_A22|4092.24
4|MDG_A05|MDG_A22|487.053
5|MDG_A06|MDG_A22|11741.2
6|MDG_A07|MDG_A22|25772.7
7|MDG_A08|MDG_A22|4653.07
8|MDG_A09|MDG_A22|37102.1
9|MDG_A10|MDG_A22|32210.8
10|MDG_A11|MDG_A22|2272.24
11|MDG_A12|MDG_A22|3.503
12|MDG_A13|MDG_A22|12369.1
13|MDG_A14|MDG_A22|30917.8
14|MDG_A15|MDG_A22|181.297
15|MDG_A16|MDG_A22|12797.8
16|MDG_A17|MDG_A22|591.424
17|MDG_A18|MDG_A22|5871.7
18|MDG_A19|MDG_A22|18075.1
19|MDG_A20|MDG_A22|35493.5
20|MDG_A21|MDG_A22|149004.0
21|MDG_A22|MDG_A22|4031.5
22|MDG_A23|MDG_A22|19754.6
23|MDG_A24|MDG_A22|207.83
24|MDG_A25|MDG_A22|529.052
25|MDG_A26|MDG_A22|0.355
26|MDG_LG01|MDG_A22|1152.09
27|MDG_LG02|MDG_A22|-1275.74
28|MDG_LH01|MDG_A22|309588.0
29|MDG_LK01|MDG_A22|75357.7
30|MDG_LK02|MDG_A22|90703.4
31|MDG_LK03|MDG_A22|52096.6
32|Imp_A01|MDG_A22|1204.451
33|Imp_A02|MDG_A22|350.755
34|Imp_A03|MDG_A22|786.439
35|Imp_A04|MDG_A22|2568.548
36|Imp_A05|MDG_A22|5198.181
37|Imp_A06|MDG_A22|6171.062
38|Imp_A07|MDG_A22|34180.030999999995
39|Imp_A08|MDG_A22|3844.709
40|Imp_A09|MDG_A22|36880.298
41|Imp_A10|MDG_A22|4031.728
42|Imp_A11|MDG_A22|2837.385
43|Imp_A12|MDG_A22|467.882
44|Imp_A13|MDG_A22|411.123
45|Imp_A14|MDG_A22|633.7090000000001
46|Imp_A15|MDG_A22|754.04
47|Imp_A16|MDG_A22|10188.074999999999
48|Imp_A17|MDG_A22|8975.796999999999
49|Imp_A18|MDG_A22|1177.733
50|Imp_A19|MDG_A22|144390.63700000002
51|Imp_A20|MDG_A22|6091.728
52|Imp_A21|MDG_A22|17430.237
53|Imp_A22|MDG_A22|599.934
54|Imp_A23|MDG_A22|5472.807
55|Imp_A24|MDG_A22|412.296
56|Imp_A25|MDG_A22|168.707
57|Imp_A26|MDG_A22|6962.191000000001
58|Imp_ZL0008|MDG_A22|0.861
59|Imp_ZLR1|MDG_A22|0.0
0|MDG_A01|MDG_A23|1279.36
1|MDG_A02|MDG_A23|471.741
2|MDG_A03|MDG_A23|2198.61
3|MDG_A04|MDG_A23|16588.1
4|MDG_A05|MDG_A23|1849.06
5|MDG_A06|MDG_A23|26079.8
6|MDG_A07|MDG_A23|99133.5
7|MDG_A08|MDG_A23|6158.41
8|MDG_A09|MDG_A23|51558.4
9|MDG_A10|MDG_A23|3139.0
10|MDG_A11|MDG_A23|11398.6
11|MDG_A12|MDG_A23|354.983
12|MDG_A13|MDG_A23|46509.4
13|MDG_A14|MDG_A23|34211.1
14|MDG_A15|MDG_A23|855.837
15|MDG_A16|MDG_A23|45667.0
16|MDG_A17|MDG_A23|6520.25
17|MDG_A18|MDG_A23|15875.3
18|MDG_A19|MDG_A23|52644.3
19|MDG_A20|MDG_A23|67905.5
20|MDG_A21|MDG_A23|388388.0
21|MDG_A22|MDG_A23|3500.3
22|MDG_A23|MDG_A23|105180.0
23|MDG_A24|MDG_A23|114.709
24|MDG_A25|MDG_A23|2591.53
25|MDG_A26|MDG_A23|0.291
26|MDG_LG01|MDG_A23|4280.02
27|MDG_LG02|MDG_A23|-32940.1
28|MDG_LH01|MDG_A23|413483.0
29|MDG_LK01|MDG_A23|134814.0
30|MDG_LK02|MDG_A23|91676.1
31|MDG_LK03|MDG_A23|49266.1
32|Imp_A01|MDG_A23|1221.445
33|Imp_A02|MDG_A23|351.546
34|Imp_A03|MDG_A23|568.953
35|Imp_A04|MDG_A23|3823.435
36|Imp_A05|MDG_A23|6427.497
37|Imp_A06|MDG_A23|4024.259
38|Imp_A07|MDG_A23|45202.217
39|Imp_A08|MDG_A23|2812.637
40|Imp_A09|MDG_A23|23204.248
41|Imp_A10|MDG_A23|1007.502
42|Imp_A11|MDG_A23|3640.253
43|Imp_A12|MDG_A23|468.844
44|Imp_A13|MDG_A23|408.569
45|Imp_A14|MDG_A23|513.821
46|Imp_A15|MDG_A23|323.663
47|Imp_A16|MDG_A23|717.255
48|Imp_A17|MDG_A23|1168.848
49|Imp_A18|MDG_A23|1270.452
50|Imp_A19|MDG_A23|12090.886
51|Imp_A20|MDG_A23|6810.309
52|Imp_A21|MDG_A23|32142.946
53|Imp_A22|MDG_A23|1056.506
54|Imp_A23|MDG_A23|19130.083
55|Imp_A24|MDG_A23|395.26
56|Imp_A25|MDG_A23|270.863
57|Imp_A26|MDG_A23|5409.231
58|Imp_ZL0008|MDG_A23|10.37
59|Imp_ZLR1|MDG_A23|0.0
0|MDG_A01|MDG_A24|0.788
1|MDG_A02|MDG_A24|2.5
2|MDG_A03|MDG_A24|8.726
3|MDG_A04|MDG_A24|245.86
4|MDG_A05|MDG_A24|6.427
5|MDG_A06|MDG_A24|520.459
6|MDG_A07|MDG_A24|790.872
7|MDG_A08|MDG_A24|240.868
8|MDG_A09|MDG_A24|742.695
9|MDG_A10|MDG_A24|484.841
10|MDG_A11|MDG_A24|113.237
11|MDG_A12|MDG_A24|0.395
12|MDG_A13|MDG_A24|243.951
13|MDG_A14|MDG_A24|488.774
14|MDG_A15|MDG_A24|8.726
15|MDG_A16|MDG_A24|501.017
16|MDG_A17|MDG_A24|23.847
17|MDG_A18|MDG_A24|200.565
18|MDG_A19|MDG_A24|578.457
19|MDG_A20|MDG_A24|2094.62
20|MDG_A21|MDG_A24|8682.18
21|MDG_A22|MDG_A24|716.418
22|MDG_A23|MDG_A24|901.491
23|MDG_A24|MDG_A24|0.278
24|MDG_A25|MDG_A24|117.839
25|MDG_A26|MDG_A24|0.354
26|MDG_LG01|MDG_A24|29.289
27|MDG_LG02|MDG_A24|-9.911
28|MDG_LH01|MDG_A24|9938.59
29|MDG_LK01|MDG_A24|1692.34
30|MDG_LK02|MDG_A24|3587.37
31|MDG_LK03|MDG_A24|481.003
32|Imp_A01|MDG_A24|893.248
33|Imp_A02|MDG_A24|282.75600000000003
34|Imp_A03|MDG_A24|556.399
35|Imp_A04|MDG_A24|828.395
36|Imp_A05|MDG_A24|616.283
37|Imp_A06|MDG_A24|457.45300000000003
38|Imp_A07|MDG_A24|1094.548
39|Imp_A08|MDG_A24|560.597
40|Imp_A09|MDG_A24|1064.97
41|Imp_A10|MDG_A24|481.159
42|Imp_A11|MDG_A24|494.762
43|Imp_A12|MDG_A24|238.29
44|Imp_A13|MDG_A24|281.648
45|Imp_A14|MDG_A24|512.27
46|Imp_A15|MDG_A24|301.282
47|Imp_A16|MDG_A24|496.256
48|Imp_A17|MDG_A24|658.823
49|Imp_A18|MDG_A24|423.73900000000003
50|Imp_A19|MDG_A24|691.674
51|Imp_A20|MDG_A24|555.852
52|Imp_A21|MDG_A24|1605.799
53|Imp_A22|MDG_A24|410.229
54|Imp_A23|MDG_A24|914.486
55|Imp_A24|MDG_A24|293.44
56|Imp_A25|MDG_A24|121.827
57|Imp_A26|MDG_A24|488.577
58|Imp_ZL0008|MDG_A24|-17.329
59|Imp_ZLR1|MDG_A24|0.0
0|MDG_A01|MDG_A25|0.79
1|MDG_A02|MDG_A25|0.577
2|MDG_A03|MDG_A25|95.135
3|MDG_A04|MDG_A25|7.484
4|MDG_A05|MDG_A25|27.456
5|MDG_A06|MDG_A25|624.646
6|MDG_A07|MDG_A25|1514.53
7|MDG_A08|MDG_A25|549.788
8|MDG_A09|MDG_A25|607.64
9|MDG_A10|MDG_A25|132.101
10|MDG_A11|MDG_A25|121.854
11|MDG_A12|MDG_A25|0.3
12|MDG_A13|MDG_A25|478.928
13|MDG_A14|MDG_A25|444.487
14|MDG_A15|MDG_A25|12.311
15|MDG_A16|MDG_A25|649.071
16|MDG_A17|MDG_A25|108.34
17|MDG_A18|MDG_A25|143.381
18|MDG_A19|MDG_A25|2467.85
19|MDG_A20|MDG_A25|3783.87
20|MDG_A21|MDG_A25|14063.5
21|MDG_A22|MDG_A25|7930.83
22|MDG_A23|MDG_A25|1412.14
23|MDG_A24|MDG_A25|2.255
24|MDG_A25|MDG_A25|0.27
25|MDG_A26|MDG_A25|0.265
26|MDG_LG01|MDG_A25|183.911
27|MDG_LG02|MDG_A25|-136.855
28|MDG_LH01|MDG_A25|4498.93
29|MDG_LK01|MDG_A25|13339.6
30|MDG_LK02|MDG_A25|2698.84
31|MDG_LK03|MDG_A25|4499.53
32|Imp_A01|MDG_A25|913.129
33|Imp_A02|MDG_A25|298.814
34|Imp_A03|MDG_A25|555.559
35|Imp_A04|MDG_A25|782.645
36|Imp_A05|MDG_A25|576.226
37|Imp_A06|MDG_A25|439.521
38|Imp_A07|MDG_A25|1406.7649999999999
39|Imp_A08|MDG_A25|558.541
40|Imp_A09|MDG_A25|1236.913
41|Imp_A10|MDG_A25|425.622
42|Imp_A11|MDG_A25|453.428
43|Imp_A12|MDG_A25|240.534
44|Imp_A13|MDG_A25|290.599
45|Imp_A14|MDG_A25|518.818
46|Imp_A15|MDG_A25|349.276
47|Imp_A16|MDG_A25|1967.382
48|Imp_A17|MDG_A25|1319.929
49|Imp_A18|MDG_A25|471.512
50|Imp_A19|MDG_A25|913.225
51|Imp_A20|MDG_A25|796.564
52|Imp_A21|MDG_A25|1909.817
53|Imp_A22|MDG_A25|429.382
54|Imp_A23|MDG_A25|1222.055
55|Imp_A24|MDG_A25|297.213
56|Imp_A25|MDG_A25|129.149
57|Imp_A26|MDG_A25|520.0319999999999
58|Imp_ZL0008|MDG_A25|-18.375
59|Imp_ZLR1|MDG_A25|0.0
0|MDG_A01|MDG_A26|1.405
1|MDG_A02|MDG_A26|2.192
2|MDG_A03|MDG_A26|3.734
3|MDG_A04|MDG_A26|0.882
4|MDG_A05|MDG_A26|0.792
5|MDG_A06|MDG_A26|1.246
6|MDG_A07|MDG_A26|1.161
7|MDG_A08|MDG_A26|1.865
8|MDG_A09|MDG_A26|2.726
9|MDG_A10|MDG_A26|4.219
10|MDG_A11|MDG_A26|1.138
11|MDG_A12|MDG_A26|0.691
12|MDG_A13|MDG_A26|1.325
13|MDG_A14|MDG_A26|1.347
14|MDG_A15|MDG_A26|0.988
15|MDG_A16|MDG_A26|1.171
16|MDG_A17|MDG_A26|1.177
17|MDG_A18|MDG_A26|1.092
18|MDG_A19|MDG_A26|1.91
19|MDG_A20|MDG_A26|1.418
20|MDG_A21|MDG_A26|1.059
21|MDG_A22|MDG_A26|2.165
22|MDG_A23|MDG_A26|1.121
23|MDG_A24|MDG_A26|0.837
24|MDG_A25|MDG_A26|1.341
25|MDG_A26|MDG_A26|0.27
26|MDG_LG01|MDG_A26|0.234
27|MDG_LG02|MDG_A26|-0.772
28|MDG_LH01|MDG_A26|0.234
29|MDG_LK01|MDG_A26|0.234
30|MDG_LK02|MDG_A26|0.234
31|MDG_LK03|MDG_A26|0.234
32|Imp_A01|MDG_A26|1243.921
33|Imp_A02|MDG_A26|369.952
34|Imp_A03|MDG_A26|799.395
35|Imp_A04|MDG_A26|1164.508
36|Imp_A05|MDG_A26|718.544
37|Imp_A06|MDG_A26|608.975
38|Imp_A07|MDG_A26|1509.696
39|Imp_A08|MDG_A26|784.404
40|Imp_A09|MDG_A26|1221.493
41|Imp_A10|MDG_A26|563.692
42|Imp_A11|MDG_A26|409.969
43|Imp_A12|MDG_A26|333.342
44|Imp_A13|MDG_A26|403.747
45|Imp_A14|MDG_A26|775.755
46|Imp_A15|MDG_A26|451.436
47|Imp_A16|MDG_A26|737.484
48|Imp_A17|MDG_A26|979.179
49|Imp_A18|MDG_A26|611.654
50|Imp_A19|MDG_A26|877.826
51|Imp_A20|MDG_A26|629.756
52|Imp_A21|MDG_A26|1623.94
53|Imp_A22|MDG_A26|610.789
54|Imp_A23|MDG_A26|1319.764
55|Imp_A24|MDG_A26|433.864
56|Imp_A25|MDG_A26|162.097
57|Imp_A26|MDG_A26|646.5029999999999
58|Imp_ZL0008|MDG_A26|-11.077
59|Imp_ZLR1|MDG_A26|0.0
0|MDV_A01|MDV_A01|11637.0
1|MDV_A02|MDV_A01|0.956
2|MDV_A03|MDV_A01|77.106
3|MDV_A04|MDV_A01|1366.47
4|MDV_A05|MDV_A01|178.548
5|MDV_A06|MDV_A01|260.021
6|MDV_A07|MDV_A01|1648.64
7|MDV_A08|MDV_A01|75.305
8|MDV_A09|MDV_A01|104.858
9|MDV_A10|MDV_A01|21.067
10|MDV_A11|MDV_A01|31.957
11|MDV_A12|MDV_A01|1.75
12|MDV_A13|MDV_A01|399.903
13|MDV_A14|MDV_A01|149.466
14|MDV_A15|MDV_A01|33.876
15|MDV_A16|MDV_A01|1431.34
16|MDV_A17|MDV_A01|162.071
17|MDV_A18|MDV_A01|24.759
18|MDV_A19|MDV_A01|1092.72
19|MDV_A20|MDV_A01|82.867
20|MDV_A21|MDV_A01|4169.74
21|MDV_A22|MDV_A01|7.571
22|MDV_A23|MDV_A01|122.882
23|MDV_A24|MDV_A01|0.214
24|MDV_A25|MDV_A01|84.531
25|MDV_A26|MDV_A01|0.212
26|MDV_LG01|MDV_A01|4413.48
27|MDV_LG02|MDV_A01|-667.918
28|MDV_LH01|MDV_A01|26702.7
29|MDV_LK01|MDV_A01|139542.0
30|MDV_LK02|MDV_A01|24442.8
31|MDV_LK03|MDV_A01|33143.3
32|Imp_A01|MDV_A01|5451.853
33|Imp_A02|MDV_A01|241.727
34|Imp_A03|MDV_A01|540.881
35|Imp_A04|MDV_A01|2214.556
36|Imp_A05|MDV_A01|552.278
37|Imp_A06|MDV_A01|590.409
38|Imp_A07|MDV_A01|3720.073
39|Imp_A08|MDV_A01|789.916
40|Imp_A09|MDV_A01|1899.75
41|Imp_A10|MDV_A01|424.677
42|Imp_A11|MDV_A01|295.315
43|Imp_A12|MDV_A01|225.33
44|Imp_A13|MDV_A01|262.548
45|Imp_A14|MDV_A01|375.357
46|Imp_A15|MDV_A01|222.774
47|Imp_A16|MDV_A01|359.474
48|Imp_A17|MDV_A01|459.595
49|Imp_A18|MDV_A01|378.435
50|Imp_A19|MDV_A01|746.7909999999999
51|Imp_A20|MDV_A01|370.406
52|Imp_A21|MDV_A01|1694.464
53|Imp_A22|MDV_A01|300.293
54|Imp_A23|MDV_A01|801.756
55|Imp_A24|MDV_A01|220.624
56|Imp_A25|MDV_A01|91.532
57|Imp_A26|MDV_A01|461.11
58|Imp_ZL0008|MDV_A01|-37.238
59|Imp_ZLR1|MDV_A01|0.0
0|MDV_A01|MDV_A02|78.828
1|MDV_A02|MDV_A02|49.81
2|MDV_A03|MDV_A02|76.509
3|MDV_A04|MDV_A02|272.063
4|MDV_A05|MDV_A02|364.93
5|MDV_A06|MDV_A02|70.482
6|MDV_A07|MDV_A02|603.569
7|MDV_A08|MDV_A02|42.217
8|MDV_A09|MDV_A02|95.499
9|MDV_A10|MDV_A02|99.057
10|MDV_A11|MDV_A02|205.52
11|MDV_A12|MDV_A02|0.909
12|MDV_A13|MDV_A02|28.664
13|MDV_A14|MDV_A02|21.744
14|MDV_A15|MDV_A02|21.945
15|MDV_A16|MDV_A02|592.361
16|MDV_A17|MDV_A02|118.897
17|MDV_A18|MDV_A02|5.38
18|MDV_A19|MDV_A02|358.143
19|MDV_A20|MDV_A02|86.172
20|MDV_A21|MDV_A02|392.217
21|MDV_A22|MDV_A02|1.524
22|MDV_A23|MDV_A02|126.342
23|MDV_A24|MDV_A02|1.764
24|MDV_A25|MDV_A02|94.721
25|MDV_A26|MDV_A02|1.7
26|MDV_LG01|MDV_A02|864.61
27|MDV_LG02|MDV_A02|-4.849
28|MDV_LH01|MDV_A02|23041.9
29|MDV_LK01|MDV_A02|34685.3
30|MDV_LK02|MDV_A02|5264.72
31|MDV_LK03|MDV_A02|8285.65
32|Imp_A01|MDV_A02|2692.503
33|Imp_A02|MDV_A02|845.075
34|Imp_A03|MDV_A02|1860.605
35|Imp_A04|MDV_A02|3533.884
36|Imp_A05|MDV_A02|1870.143
37|Imp_A06|MDV_A02|1514.68
38|Imp_A07|MDV_A02|4143.323
39|Imp_A08|MDV_A02|2030.3220000000001
40|Imp_A09|MDV_A02|3180.897
41|Imp_A10|MDV_A02|1308.321
42|Imp_A11|MDV_A02|1022.48
43|Imp_A12|MDV_A02|755.242
44|Imp_A13|MDV_A02|808.804
45|Imp_A14|MDV_A02|1453.066
46|Imp_A15|MDV_A02|851.611
47|Imp_A16|MDV_A02|1304.531
48|Imp_A17|MDV_A02|1618.389
49|Imp_A18|MDV_A02|1186.55
50|Imp_A19|MDV_A02|2303.667
51|Imp_A20|MDV_A02|1316.773
52|Imp_A21|MDV_A02|3772.944
53|Imp_A22|MDV_A02|1136.15
54|Imp_A23|MDV_A02|2706.783
55|Imp_A24|MDV_A02|820.82
56|Imp_A25|MDV_A02|251.363
57|Imp_A26|MDV_A02|1335.985
58|Imp_ZL0008|MDV_A02|62.413
59|Imp_ZLR1|MDV_A02|0.0
0|MDV_A01|MDV_A03|73.899
1|MDV_A02|MDV_A03|0.539
2|MDV_A03|MDV_A03|1221.5
3|MDV_A04|MDV_A03|3.386
4|MDV_A05|MDV_A03|90.125
5|MDV_A06|MDV_A03|85.68
6|MDV_A07|MDV_A03|925.486
7|MDV_A08|MDV_A03|321.747
8|MDV_A09|MDV_A03|525.819
9|MDV_A10|MDV_A03|76.816
10|MDV_A11|MDV_A03|58.754
11|MDV_A12|MDV_A03|14.049
12|MDV_A13|MDV_A03|862.107
13|MDV_A14|MDV_A03|1011.45
14|MDV_A15|MDV_A03|15.36
15|MDV_A16|MDV_A03|485.77
16|MDV_A17|MDV_A03|103.941
17|MDV_A18|MDV_A03|25.259
18|MDV_A19|MDV_A03|1548.73
19|MDV_A20|MDV_A03|134.331
20|MDV_A21|MDV_A03|4842.46
21|MDV_A22|MDV_A03|5.68
22|MDV_A23|MDV_A03|36.584
23|MDV_A24|MDV_A03|0.408
24|MDV_A25|MDV_A03|63.518
25|MDV_A26|MDV_A03|0.448
26|MDV_LG01|MDV_A03|676.491
27|MDV_LG02|MDV_A03|-679.035
28|MDV_LH01|MDV_A03|3609.93
29|MDV_LK01|MDV_A03|10341.6
30|MDV_LK02|MDV_A03|2414.48
31|MDV_LK03|MDV_A03|2984.56
32|Imp_A01|MDV_A03|1469.986
33|Imp_A02|MDV_A03|414.373
34|Imp_A03|MDV_A03|4598.722
35|Imp_A04|MDV_A03|1403.87
36|Imp_A05|MDV_A03|856.136
37|Imp_A06|MDV_A03|786.744
38|Imp_A07|MDV_A03|4360.959
39|Imp_A08|MDV_A03|1588.645
40|Imp_A09|MDV_A03|4620.127
41|Imp_A10|MDV_A03|822.174
42|Imp_A11|MDV_A03|908.203
43|Imp_A12|MDV_A03|393.04
44|Imp_A13|MDV_A03|461.02
45|Imp_A14|MDV_A03|705.415
46|Imp_A15|MDV_A03|414.158
47|Imp_A16|MDV_A03|654.3100000000001
48|Imp_A17|MDV_A03|845.475
49|Imp_A18|MDV_A03|718.279
50|Imp_A19|MDV_A03|1427.368
51|Imp_A20|MDV_A03|671.742
52|Imp_A21|MDV_A03|2755.511
53|Imp_A22|MDV_A03|555.456
54|Imp_A23|MDV_A03|1645.944
55|Imp_A24|MDV_A03|400.877
56|Imp_A25|MDV_A03|154.633
57|Imp_A26|MDV_A03|770.441
58|Imp_ZL0008|MDV_A03|4.354
59|Imp_ZLR1|MDV_A03|0.0
0|MDV_A01|MDV_A04|74886.0
1|MDV_A02|MDV_A04|1031.8
2|MDV_A03|MDV_A04|156.182
3|MDV_A04|MDV_A04|19103.0
4|MDV_A05|MDV_A04|1234.54
5|MDV_A06|MDV_A04|6167.47
6|MDV_A07|MDV_A04|5953.35
7|MDV_A08|MDV_A04|3544.01
8|MDV_A09|MDV_A04|623.199
9|MDV_A10|MDV_A04|128.813
10|MDV_A11|MDV_A04|576.524
11|MDV_A12|MDV_A04|59.761
12|MDV_A13|MDV_A04|2446.07
13|MDV_A14|MDV_A04|604.739
14|MDV_A15|MDV_A04|263.028
15|MDV_A16|MDV_A04|11307.1
16|MDV_A17|MDV_A04|238.987
17|MDV_A18|MDV_A04|495.127
18|MDV_A19|MDV_A04|7187.95
19|MDV_A20|MDV_A04|736.259
20|MDV_A21|MDV_A04|12795.6
21|MDV_A22|MDV_A04|26.116
22|MDV_A23|MDV_A04|312.967
23|MDV_A24|MDV_A04|0.454
24|MDV_A25|MDV_A04|681.654
25|MDV_A26|MDV_A04|0.462
26|MDV_LG01|MDV_A04|1121.85
27|MDV_LG02|MDV_A04|-22933.1
28|MDV_LH01|MDV_A04|10045.4
29|MDV_LK01|MDV_A04|11826.5
30|MDV_LK02|MDV_A04|3240.22
31|MDV_LK03|MDV_A04|2706.55
32|Imp_A01|MDV_A04|47370.943
33|Imp_A02|MDV_A04|8270.756
34|Imp_A03|MDV_A04|1132.523
35|Imp_A04|MDV_A04|75003.00300000001
36|Imp_A05|MDV_A04|1940.7469999999998
37|Imp_A06|MDV_A04|5615.361
38|Imp_A07|MDV_A04|6309.214
39|Imp_A08|MDV_A04|3815.928
40|Imp_A09|MDV_A04|6732.478
41|Imp_A10|MDV_A04|1047.462
42|Imp_A11|MDV_A04|920.657
43|Imp_A12|MDV_A04|945.96
44|Imp_A13|MDV_A04|528.6610000000001
45|Imp_A14|MDV_A04|815.138
46|Imp_A15|MDV_A04|508.679
47|Imp_A16|MDV_A04|2215.909
48|Imp_A17|MDV_A04|1664.744
49|Imp_A18|MDV_A04|1240.382
50|Imp_A19|MDV_A04|1943.339
51|Imp_A20|MDV_A04|939.6759999999999
52|Imp_A21|MDV_A04|4030.009
53|Imp_A22|MDV_A04|635.691
54|Imp_A23|MDV_A04|2122.056
55|Imp_A24|MDV_A04|457.036
56|Imp_A25|MDV_A04|182.223
57|Imp_A26|MDV_A04|1776.819
58|Imp_ZL0008|MDV_A04|30.404
59|Imp_ZLR1|MDV_A04|0.0
0|MDV_A01|MDV_A05|969.595
1|MDV_A02|MDV_A05|0.332
2|MDV_A03|MDV_A05|14.015
3|MDV_A04|MDV_A05|127.528
4|MDV_A05|MDV_A05|6039.9
5|MDV_A06|MDV_A05|332.473
6|MDV_A07|MDV_A05|2588.78
7|MDV_A08|MDV_A05|109.242
8|MDV_A09|MDV_A05|97.134
9|MDV_A10|MDV_A05|4.119
10|MDV_A11|MDV_A05|209.459
11|MDV_A12|MDV_A05|9.612
12|MDV_A13|MDV_A05|381.112
13|MDV_A14|MDV_A05|100.871
14|MDV_A15|MDV_A05|24.297
15|MDV_A16|MDV_A05|3025.14
16|MDV_A17|MDV_A05|46.613
17|MDV_A18|MDV_A05|66.308
18|MDV_A19|MDV_A05|848.432
19|MDV_A20|MDV_A05|193.902
20|MDV_A21|MDV_A05|5040.97
21|MDV_A22|MDV_A05|3.359
22|MDV_A23|MDV_A05|73.217
23|MDV_A24|MDV_A05|0.162
24|MDV_A25|MDV_A05|123.906
25|MDV_A26|MDV_A05|0.204
26|MDV_LG01|MDV_A05|84.962
27|MDV_LG02|MDV_A05|-411.289
28|MDV_LH01|MDV_A05|6101.67
29|MDV_LK01|MDV_A05|3422.17
30|MDV_LK02|MDV_A05|1371.97
31|MDV_LK03|MDV_A05|1064.48
32|Imp_A01|MDV_A05|4819.449
33|Imp_A02|MDV_A05|569.582
34|Imp_A03|MDV_A05|1216.387
35|Imp_A04|MDV_A05|3592.159
36|Imp_A05|MDV_A05|17656.508
37|Imp_A06|MDV_A05|1499.724
38|Imp_A07|MDV_A05|6167.67
39|Imp_A08|MDV_A05|1632.944
40|Imp_A09|MDV_A05|3480.315
41|Imp_A10|MDV_A05|969.095
42|Imp_A11|MDV_A05|1472.049
43|Imp_A12|MDV_A05|1000.389
44|Imp_A13|MDV_A05|517.917
45|Imp_A14|MDV_A05|1133.501
46|Imp_A15|MDV_A05|770.836
47|Imp_A16|MDV_A05|1049.225
48|Imp_A17|MDV_A05|1271.18
49|Imp_A18|MDV_A05|1082.278
50|Imp_A19|MDV_A05|1662.409
51|Imp_A20|MDV_A05|1116.184
52|Imp_A21|MDV_A05|2522.766
53|Imp_A22|MDV_A05|896.377
54|Imp_A23|MDV_A05|2291.778
55|Imp_A24|MDV_A05|751.513
56|Imp_A25|MDV_A05|178.586
57|Imp_A26|MDV_A05|1083.0529999999999
58|Imp_ZL0008|MDV_A05|11.805
59|Imp_ZLR1|MDV_A05|0.0
0|MDV_A01|MDV_A06|9855.73
1|MDV_A02|MDV_A06|0.591
2|MDV_A03|MDV_A06|131.436
3|MDV_A04|MDV_A06|115.87
4|MDV_A05|MDV_A06|2151.32
5|MDV_A06|MDV_A06|17807.0
6|MDV_A07|MDV_A06|4009.95
7|MDV_A08|MDV_A06|538.337
8|MDV_A09|MDV_A06|700.356
9|MDV_A10|MDV_A06|20.573
10|MDV_A11|MDV_A06|484.398
11|MDV_A12|MDV_A06|177.123
12|MDV_A13|MDV_A06|2000.26
13|MDV_A14|MDV_A06|590.6
14|MDV_A15|MDV_A06|127.044
15|MDV_A16|MDV_A06|5195.24
16|MDV_A17|MDV_A06|153.273
17|MDV_A18|MDV_A06|438.826
18|MDV_A19|MDV_A06|3652.49
19|MDV_A20|MDV_A06|1080.69
20|MDV_A21|MDV_A06|6372.92
21|MDV_A22|MDV_A06|14.248
22|MDV_A23|MDV_A06|209.466
23|MDV_A24|MDV_A06|0.402
24|MDV_A25|MDV_A06|375.622
25|MDV_A26|MDV_A06|0.497
26|MDV_LG01|MDV_A06|88.105
27|MDV_LG02|MDV_A06|-667.313
28|MDV_LH01|MDV_A06|6109.87
29|MDV_LK01|MDV_A06|3825.7
30|MDV_LK02|MDV_A06|1404.12
31|MDV_LK03|MDV_A06|1177.45
32|Imp_A01|MDV_A06|8204.565
33|Imp_A02|MDV_A06|387.868
34|Imp_A03|MDV_A06|912.063
35|Imp_A04|MDV_A06|1489.941
36|Imp_A05|MDV_A06|2319.517
37|Imp_A06|MDV_A06|39790.075
38|Imp_A07|MDV_A06|4501.385
39|Imp_A08|MDV_A06|1729.831
40|Imp_A09|MDV_A06|5998.603
41|Imp_A10|MDV_A06|671.646
42|Imp_A11|MDV_A06|723.789
43|Imp_A12|MDV_A06|682.8679999999999
44|Imp_A13|MDV_A06|424.777
45|Imp_A14|MDV_A06|632.219
46|Imp_A15|MDV_A06|369.458
47|Imp_A16|MDV_A06|593.535
48|Imp_A17|MDV_A06|775.665
49|Imp_A18|MDV_A06|755.939
50|Imp_A19|MDV_A06|1981.5439999999999
51|Imp_A20|MDV_A06|962.401
52|Imp_A21|MDV_A06|3564.344
53|Imp_A22|MDV_A06|499.449
54|Imp_A23|MDV_A06|1903.846
