"","Year","ROW","COL","Value","GrossOutput_Row","GrossOutput_Col"
"1",2003,"ABW_A01","ABW_A01",0.104,8173.68899999995,8173.68899999995
"2",2003,"ABW_A02","ABW_A01",0.139,3777.72799999993,8173.68899999995
"3",2003,"ABW_A03","ABW_A01",4.863,54875.3259999931,8173.68899999995
"4",2003,"ABW_A04","ABW_A01",32.026,88547.7180000001,8173.68899999995
"5",2003,"ABW_A05","ABW_A01",1.971,10965.7600000011,8173.68899999995
"6",2003,"ABW_A06","ABW_A01",25.395,57219.705999993,8173.68899999995
"7",2003,"ABW_A07","ABW_A01",78.269,320589.282999998,8173.68899999995
"8",2003,"ABW_A08","ABW_A01",1.246,12682.1200000001,8173.68899999995
"9",2003,"ABW_A09","ABW_A01",2.805,48065.819,8173.68899999995
"10",2003,"ABW_A10","ABW_A01",0.241,21299.9479999999,8173.68899999995
"11",2003,"ABW_A11","ABW_A01",2.442,24912.8469999998,8173.68899999995
"12",2003,"ABW_A12","ABW_A01",0.1,7555.58499999999,8173.68899999995
"13",2003,"ABW_A13","ABW_A01",113.975,165836.655000029,8173.68899999995
"14",2003,"ABW_A14","ABW_A01",27.149,273429.403999999,8173.68899999995
"15",2003,"ABW_A15","ABW_A01",5.054,9395.12999999998,8173.68899999995
"16",2003,"ABW_A16","ABW_A01",319.469,186119.201999999,8173.68899999995
"17",2003,"ABW_A17","ABW_A01",23.148,149444.704,8173.68899999995
"18",2003,"ABW_A18","ABW_A01",15.243,397394.101999999,8173.68899999995
"19",2003,"ABW_A19","ABW_A01",85.766,171275.450999999,8173.68899999995
"20",2003,"ABW_A20","ABW_A01",8.763,123108.321,8173.68899999995
"21",2003,"ABW_A21","ABW_A01",970.252,764107.973999896,8173.68899999995
"22",2003,"ABW_A22","ABW_A01",1.643,328614.281,8173.68899999995
"23",2003,"ABW_A23","ABW_A01",30.758,393955.238999999,8173.68899999995
"24",2003,"ABW_A24","ABW_A01",0.1,5872.587,8173.68899999995
"25",2003,"ABW_A25","ABW_A01",0.36,6283.53399999971,8173.68899999995
"26",2003,"ABW_A26","ABW_A01",0.15,2349.16199999999,8173.68899999995
"27",2003,"LG01_LG01","ABW_A01",67.623,NA,8173.68899999995
"28",2003,"LG02_LG02","ABW_A01",-22.034,NA,8173.68899999995
"29",2003,"LH01_LH01","ABW_A01",1950.65,NA,8173.68899999995
"30",2003,"LK01_LK01","ABW_A01",1072.61,NA,8173.68899999995
"31",2003,"LK02_LK02","ABW_A01",87.715,NA,8173.68899999995
"32",2003,"LK03_LK03","ABW_A01",360.725,NA,8173.68899999995
"33",2003,"Imp_A01","ABW_A01",409.956,NA,8173.68899999995
"34",2003,"Imp_A02","ABW_A01",23.904,NA,8173.68899999995
"35",2003,"Imp_A03","ABW_A01",63.65,NA,8173.68899999995
"36",2003,"Imp_A04","ABW_A01",246.511,NA,8173.68899999995
"37",2003,"Imp_A05","ABW_A01",76.487,NA,8173.68899999995
"38",2003,"Imp_A06","ABW_A01",76.226,NA,8173.68899999995
"39",2003,"Imp_A07","ABW_A01",568.656,NA,8173.68899999995
"40",2003,"Imp_A08","ABW_A01",93.983,NA,8173.68899999995
"41",2003,"Imp_A09","ABW_A01",236.97,NA,8173.68899999995
"42",2003,"Imp_A10","ABW_A01",58.29,NA,8173.68899999995
"43",2003,"Imp_A11","ABW_A01",37.108,NA,8173.68899999995
"44",2003,"Imp_A12","ABW_A01",25.513,NA,8173.68899999995
"45",2003,"Imp_A13","ABW_A01",35.902,NA,8173.68899999995
"46",2003,"Imp_A14","ABW_A01",35.722,NA,8173.68899999995
"47",2003,"Imp_A15","ABW_A01",19.858,NA,8173.68899999995
"48",2003,"Imp_A16","ABW_A01",24.873,NA,8173.68899999995
"49",2003,"Imp_A17","ABW_A01",27.854,NA,8173.68899999995
"50",2003,"Imp_A18","ABW_A01",36.132,NA,8173.68899999995
"51",2003,"Imp_A19","ABW_A01",95.147,NA,8173.68899999995
"52",2003,"Imp_A20","ABW_A01",37.908,NA,8173.68899999995
"53",2003,"Imp_A21","ABW_A01",330.109,NA,8173.68899999995
"54",2003,"Imp_A22","ABW_A01",28.783,NA,8173.68899999995
"55",2003,"Imp_A23","ABW_A01",91.231,NA,8173.68899999995
"56",2003,"Imp_A24","ABW_A01",20.861,NA,8173.68899999995
"57",2003,"Imp_A25","ABW_A01",18.797,NA,8173.68899999995
"58",2003,"Imp_A26","ABW_A01",188.564,NA,8173.68899999995
"59",2003,"Imp_ZZZ","ABW_A01",-4.026,NA,8173.68899999995
"60",2003,"ABW_A01","ABW_A02",0.1,8173.68899999995,3777.72799999993
"61",2003,"ABW_A02","ABW_A02",0.104,3777.72799999993,3777.72799999993
"62",2003,"ABW_A03","ABW_A02",4.463,54875.3259999931,3777.72799999993
"63",2003,"ABW_A04","ABW_A02",5.477,88547.7180000001,3777.72799999993
