ROW|GrossOutput
COD_A18|2707478.1049999995
COD_A19|3996200.3570000003
COD_A20|3774324.847
COD_A21|16068500.321
COD_A22|2913939.78
COD_A23|5118001.069000001
COD_A24|127261.74300000002
COD_A25|233748.58000000002
COD_A26|58159.725999999995
COG_A01|1246812.724
COG_A02|160770.31399999998
COG_A03|4016959.635
COG_A04|742475.229
COG_A05|190983.37099999998
COG_A06|571896.353
COG_A07|1328307.4120000002
COG_A08|679834.639
COG_A09|1602232.156
COG_A10|688263.2750000001
COG_A11|244605.20899999997
COG_A12|72566.243
COG_A13|1116391.7030000002
COG_A14|1845631.92
COG_A15|90297.506
COG_A16|1421361.2910000002
COG_A17|895047.314
COG_A18|756450.072
COG_A19|1353859.397
COG_A20|1199053.097
COG_A21|4955288.095000001
COG_A22|1281572.4300000002
COG_A23|1809287.8739999998
COG_A24|52861.882000000005
COG_A25|97230.79999999999
COG_A26|34306.202999999994
COL_A01|28855578.052
COL_A02|745612.0420000002
COL_A03|30625225.600999996
COL_A04|37890831.543
COL_A05|10478889.664
COL_A06|7530367.224
COL_A07|67475659.37799999
COL_A08|16784382.277
COL_A09|9067370.501999998
COL_A10|4049223.792
COL_A11|4296793.720000001
COL_A12|549919.0320000004
COL_A13|21927498.587999996
COL_A14|47801899.96600001
COL_A15|1631057.949
COL_A16|21022518.786
COL_A17|46756993.655
COL_A18|6461249.493999992
COL_A19|29261709.623000003
COL_A20|21397319.004
COL_A21|19436703.03100001
COL_A22|82465047.25100002
COL_A23|32956116.51900001
COL_A24|1384853.9430000004
COL_A25|5533194.027000001
COL_A26|9586.733000000004
CPV_A01|123268.36800000002
CPV_A02|32293.359000000004
CPV_A03|50789.257000000005
CPV_A04|152729.142
CPV_A05|55665.79
CPV_A06|107296.06300000001
CPV_A07|222527.15300000002
CPV_A08|111075.52500000001
CPV_A09|275950.103
CPV_A10|121917.17199999999
CPV_A11|53194.270000000004
CPV_A12|25760.109
CPV_A13|103279.42800000001
CPV_A14|335130.88600000006
CPV_A15|37199.824
CPV_A16|237394.71499999997
CPV_A17|191122.275
CPV_A18|149000.404
CPV_A19|194051.254
CPV_A20|211550.99299999996
CPV_A21|809002.896
CPV_A22|303046.649
CPV_A23|375654.73800000007
CPV_A24|31836.476000000002
CPV_A25|33496.48
CPV_A26|24831.355
CRI_A01|4929079.142999999
CRI_A02|283305.725
CRI_A03|565605.306
CRI_A04|4253757.385
CRI_A05|1849847.0029999998
CRI_A06|2185058.989
CRI_A07|6265826.510000001
CRI_A08|2585018.6419999995
CRI_A09|8232684.01
CRI_A10|2353739.6259999997
CRI_A11|883988.629
CRI_A12|195647.622
CRI_A13|2005254.4240000003
CRI_A14|5264147.631
CRI_A15|228230.52
CRI_A16|5910645.441
CRI_A17|3987598.882999999
CRI_A18|3127611.211
CRI_A19|4171425.42
CRI_A20|3954454.604
CRI_A21|19341196.397
CRI_A22|6395071.64
CRI_A23|9354323.493
CRI_A24|140714.684
CRI_A25|312526.36
CRI_A26|17958.453999999998
CUB_A01|4279318.319999999
CUB_A02|462292.4940000001
CUB_A03|1152864.207
CUB_A04|6867445.1959999995
CUB_A05|652241.333
CUB_A06|1780850.2580000001
CUB_A07|4603883.493000001
CUB_A08|2680001.3819999998
CUB_A09|4926476.606000001
CUB_A10|2340953.14
CUB_A11|846360.0179999999
CUB_A12|293532.507
CUB_A13|2243483.982
CUB_A14|10820349.227
CUB_A15|530768.2559999999
CUB_A16|10440153.776999999
CUB_A17|9761938.685
CUB_A18|6773427.011999999
CUB_A19|5173898.381999999
CUB_A20|4703181.926
CUB_A21|21010428.799999997
CUB_A22|15229938.699
CUB_A23|18205824.924
CUB_A24|203158.28700000004
CUB_A25|329354.3609999999
CUB_A26|31065.362999999998
CYM_A01|80591.411
CYM_A02|20608.894999999997
CYM_A03|76733.90899999999
CYM_A04|179202.059
CYM_A05|43444.621
CYM_A06|75871.46599999999
CYM_A07|214357.393
CYM_A08|83753.02000000002
CYM_A09|270625.35699999996
CYM_A10|359942.028
CYM_A11|62660.564
CYM_A12|24370.448
CYM_A13|222521.86
CYM_A14|445217.21699999995
CYM_A15|48078.96100000001
CYM_A16|574649.833
CYM_A17|329582.30999999994
CYM_A18|440861.024
CYM_A19|563920.226
CYM_A20|327086.167
CYM_A21|2777734.6039999994
CYM_A22|780475.9639999999
CYM_A23|1119154.2130000002
CYM_A24|41183.69099999999
CYM_A25|49185.214
CYM_A26|36295.2
CYP_A01|385316.228
CYP_A02|14376.199999999997
CYP_A03|104391.154
CYP_A04|680707.727
CYP_A05|137550.22499999998
CYP_A06|476424.265
CYP_A07|1169135.53
CYP_A08|465504.1930000001
CYP_A09|1176445.4079999998
CYP_A10|503684.14800000004
CYP_A11|201831.48499999996
CYP_A12|28331.494999999988
CYP_A13|656056.7609999999
CYP_A14|1227369.1199999999
CYP_A15|28351.630000000016
CYP_A16|1870892.3020000004
CYP_A17|581817.827
CYP_A18|920506.719
CYP_A19|768782.4950000001
CYP_A20|743651.8280000002
CYP_A21|2619574.855
CYP_A22|526877.8250000001
CYP_A23|1275545.6169999999
CYP_A24|14888.928999999996
CYP_A25|59851.49600000001
CYP_A26|2686.587000000001
CZE_A01|11766663.068999998
CZE_A02|79679.09599999999
CZE_A03|4809071.756999999
CZE_A04|23126712.130999997
CZE_A05|9774430.912
CZE_A06|13282363.556
CZE_A07|28657572.785999995
CZE_A08|23203449.408000004
CZE_A09|36075993.364999995
CZE_A10|23364110.494
CZE_A11|5836679.046
CZE_A12|1241470.5879999995
CZE_A13|21458328.056
CZE_A14|35951374.728
CZE_A15|5656080.936999999
CZE_A16|19536358.788999997
CZE_A17|7720608.009
CZE_A18|7318742.161
CZE_A19|23457363.929
CZE_A20|8985903.91
CZE_A21|60478804.927999996
CZE_A22|7207574.986000001
CZE_A23|19779563.197
CZE_A24|14781.006000000001
CZE_A25|1266894.626
CZE_A26|21466.796000000006
DEU_A01|77057604.09799999
DEU_A02|607196.1119999998
DEU_A03|25419689.22
DEU_A04|205424128.98799998
DEU_A05|48402078.237
DEU_A06|159901996.446
DEU_A07|516974517.1539999
DEU_A08|413932787.421
DEU_A09|661467386.8640001
DEU_A10|548196105.4780002
DEU_A11|54166458.30200001
DEU_A12|9044799.697999997
DEU_A13|173100122.065
DEU_A14|357675472.3420001
DEU_A15|9287180.421999998
DEU_A16|261162749.76299998
DEU_A17|176338353.37800005
DEU_A18|107413586.21499997
DEU_A19|479674903.97200006
DEU_A20|153674157.84199998
DEU_A21|1543627023.4969997
DEU_A22|292288018.443
DEU_A23|922993490.9720002
DEU_A24|41751.765999999996
DEU_A25|11982784.293000003
DEU_A26|270066693.57199997
DJI_A01|173372.456
DJI_A02|77481.30600000001
DJI_A03|136888.544
DJI_A04|223979.64800000002
DJI_A05|136671.32499999998
DJI_A06|145916.527
DJI_A07|351317.529
DJI_A08|196162.929
DJI_A09|338243.716
DJI_A10|200885.96000000002
DJI_A11|114382.457
DJI_A12|92746.727
DJI_A13|187638.357
DJI_A14|386898.859
DJI_A15|145576.196
DJI_A16|514206.191
DJI_A17|454128.29
DJI_A18|334581.387
DJI_A19|484345.24400000006
DJI_A20|533883.229
DJI_A21|894224.45
DJI_A22|550110.0079999999
DJI_A23|609991.553
DJI_A24|122352.106
DJI_A25|81795.151
DJI_A26|112319.517
DNK_A01|14429576.236000001
DNK_A02|1088962.9600000002
DNK_A03|7893974.305
DNK_A04|33526520.973
DNK_A05|5120064.934
DNK_A06|16458981.557
DNK_A07|32421395.98
DNK_A08|15405123.691000002
DNK_A09|47116851.661
DNK_A10|6578173.3040000005
DNK_A11|7516250.526000001
DNK_A12|571616.0220000001
DNK_A13|9618203.716999998
DNK_A14|47972658.662
DNK_A15|5846942.92
DNK_A16|40701324.605000004
DNK_A17|12582529.145999998
DNK_A18|12357509.478
DNK_A19|55793657.842999995
DNK_A20|24860173.385999996
DNK_A21|134275461.074
DNK_A22|48782218.86799999
DNK_A23|61797921.84899999
DNK_A24|346343.00700000004
DNK_A25|1152440.693
DNK_A26|32814846.358
DOM_A01|4816851.509000001
DOM_A02|240150.616
DOM_A03|1658336.048
DOM_A04|4539580.43
DOM_A05|4107898.8939999994
DOM_A06|2102420.96
DOM_A07|6048149.195
DOM_A08|2731406.066
DOM_A09|8554437.666
DOM_A10|2514457.8700000006
DOM_A11|1284582.068
DOM_A12|364003.904
DOM_A13|3509139.527
DOM_A14|11799079.795
DOM_A15|384842.37
DOM_A16|8675962.894
DOM_A17|6760149.464999999
DOM_A18|5014237.922000002
DOM_A19|5674502.223
DOM_A20|5500384.395
DOM_A21|21898376.420999996
DOM_A22|6090723.003
DOM_A23|9470470.996
DOM_A24|172579.118
DOM_A25|340597.1020000001
DOM_A26|26553.767
DZA_A01|22923382.461
DZA_A02|1115890.46
DZA_A03|32538344.472
DZA_A04|5789158.446999999
DZA_A05|848866.025
DZA_A06|2968934.882
DZA_A07|6896932.672999999
DZA_A08|2882364.313
DZA_A09|9616658.648000002
DZA_A10|4478439.191999999
DZA_A11|1368620.0299999998
DZA_A12|477770.9
DZA_A13|14881820.728999998
DZA_A14|35477684.20900001
DZA_A15|503165.80900000007
DZA_A16|12849851.273999998
DZA_A17|11341155.930000002
DZA_A18|6922003.065999999
DZA_A19|11202845.375
DZA_A20|14045564.213
DZA_A21|22684972.148000002
DZA_A22|15759232.716999998
DZA_A23|13223281.411000004
DZA_A24|193652.607
DZA_A25|448732.32700000005
DZA_A26|8993.488000000001
ECU_A01|12083475.12
ECU_A02|2293492.856
ECU_A03|14760706.160999998
ECU_A04|13373392.840000002
ECU_A05|3187631.307
ECU_A06|5287448.254
ECU_A07|17372015.777999997
ECU_A08|3403208.0780000007
ECU_A09|3216024.352
ECU_A10|2719653.325
ECU_A11|137872.23000000027
ECU_A12|51364.10400000002
ECU_A13|3206680.239
ECU_A14|18499880.217
ECU_A15|211872.858
ECU_A16|2730809.9859999996
ECU_A17|6073691.198
ECU_A18|9567392.59
ECU_A19|9522754.408
ECU_A20|2683127.7139999997
ECU_A21|13011684.466
ECU_A22|8464456.245
ECU_A23|12715375.710000003
ECU_A24|442186.3100000001
ECU_A25|885214.0549999999
ECU_A26|7980.105
EGY_A01|33433438.244999997
EGY_A02|1541334.6770000001
EGY_A03|12531429.785
EGY_A04|22397479.664
EGY_A05|7911952.717
EGY_A06|8738299.113
EGY_A07|26794028.125
EGY_A08|9547779.575
EGY_A09|25785761.195
EGY_A10|11130184.848
EGY_A11|4303349.177
EGY_A12|1142719.7470000002
EGY_A13|26811361.039999995
EGY_A14|25023962.802999996
EGY_A15|1019417.2769999999
EGY_A16|23322594.607
EGY_A17|22330803.794000003
EGY_A18|15479456.931000002
EGY_A19|15508485.433000002
EGY_A20|16425262.919999998
EGY_A21|59908939.56000001
EGY_A22|16287155.635000004
EGY_A23|25538706.605000004
EGY_A24|446571.23
EGY_A25|1081895.433
EGY_A26|38993.545
ERI_A01|1079063.7399999998
ERI_A02|109757.406
ERI_A03|87380.929
ERI_A04|345775.52
ERI_A05|70458.176
ERI_A06|161344.97
ERI_A07|346304.35599999997
ERI_A08|141015.84
ERI_A09|368674.36
ERI_A10|185217.233
ERI_A11|70508.712
ERI_A12|31115.568999999996
ERI_A13|174033.039
ERI_A14|1144131.1549999998
ERI_A15|53336.111
ERI_A16|600795.788
ERI_A17|611778.9120000001
ERI_A18|390966.2150000001
ERI_A19|445357.769
ERI_A20|552697.3169999999
ERI_A21|1778290.7060000002
ERI_A22|753502.8970000002
ERI_A23|1003913.7550000001
ERI_A24|33261.08700000001
ERI_A25|35900.13999999999
ERI_A26|19084.235
ESP_A01|65099688.808
ESP_A02|4909683.561999999
ESP_A03|13062239.132
ESP_A04|131811503.73799998
ESP_A05|49332172.942
ESP_A06|68432082.924
ESP_A07|219208229.167
ESP_A08|116970306.503
ESP_A09|118343388.339
ESP_A10|130155112.879
ESP_A11|25042493.588999994
ESP_A12|7086558.162999999
ESP_A13|60109893.569000006
ESP_A14|306685250.03999996
ESP_A15|3337509.548999995
ESP_A16|79457408.487
ESP_A17|71731139.95400003
ESP_A18|133552284.259
ESP_A19|127048786.374
ESP_A20|57345327.10499999
ESP_A21|375934367.3970001
ESP_A22|106245323.78099997
ESP_A23|230528667.828
ESP_A24|10047326.666000001
ESP_A25|9891.289999999955
ESP_A26|29173.954999999958
EST_A01|2507470.434
EST_A02|159860.533
EST_A03|523105.2189999999
EST_A04|3236926.0069999993
EST_A05|2427053.92
EST_A06|3362201.3039999995
EST_A07|2248026.853
EST_A08|1463735.503
EST_A09|3598493.6789999995
EST_A10|832254.65
EST_A11|1103274.513
EST_A12|49074.347
EST_A13|2098508.65
EST_A14|3983272.5190000003
EST_A15|928265.9309999999
EST_A16|3187852.3689999995
EST_A17|2019606.0280000004
EST_A18|994740.822
EST_A19|8187496.67
EST_A20|1802011.7110000001
EST_A21|8620179.3
EST_A22|2592992.287
EST_A23|4690488.415000001
EST_A24|19101.102
EST_A25|165141.282
EST_A26|741829.36
ETH_A01|18260562.655
ETH_A02|9089838.978000002
ETH_A03|402947.265
ETH_A04|770097.5469999999
ETH_A05|800003.1440000002
ETH_A06|514059.07300000003
ETH_A07|466294.12200000003
ETH_A08|513702.1980000001
ETH_A09|441237.967
ETH_A10|488349.576
ETH_A11|557741.315
ETH_A12|630948.59
ETH_A13|354803.07099999994
ETH_A14|17934355.358999997
ETH_A15|3191865.6840000004
ETH_A16|3070296.747
ETH_A17|3338844.2920000004
ETH_A18|3440455.4089999995
ETH_A19|1761050.6909999996
ETH_A20|1512781.581
ETH_A21|2939250.177
ETH_A22|3011004.5670000007
ETH_A23|3087975.3130000005
ETH_A24|3193079.088
ETH_A25|3332275.6369999996
ETH_A26|115462.51899999999
FIN_A01|14477041.805999998
FIN_A02|231743.272
FIN_A03|2285644.809
FIN_A04|16937955.032
FIN_A05|2762528.057
FIN_A06|47440643.675999984
FIN_A07|28426223.257000003
FIN_A08|23744028.165
FIN_A09|64447722.058000006
FIN_A10|6668919.465
FIN_A11|2839201.0550000006
FIN_A12|323594.558
FIN_A13|9771365.346999997
FIN_A14|37300242.28699999
FIN_A15|6049247.395
FIN_A16|23306263.516000003
FIN_A17|10598150.150999999
FIN_A18|9410016.482999997
FIN_A19|30194224.71
FIN_A20|11459813.970999999
FIN_A21|74646816.25599998
FIN_A22|19558658.200999994
FIN_A23|55653002.16200001
FIN_A24|115188.24399999999
FIN_A25|1169886.3490000002
FIN_A26|4850154.648
FJI_A01|417624.82800000004
FJI_A02|211978.852
FJI_A03|73345.92500000002
FJI_A04|467891.36600000004
FJI_A05|154138.51900000003
FJI_A06|293534.12299999996
FJI_A07|471983.0719999999
FJI_A08|235225.692
FJI_A09|499776.635
FJI_A10|239666.43199999997
FJI_A11|113554.703
FJI_A12|42186.603
FJI_A13|198195.428
FJI_A14|498936.85300000006
FJI_A15|49339.263000000006
FJI_A16|486268.19800000003
FJI_A17|405446.29600000003
FJI_A18|277220.755
FJI_A19|386753.82899999997
FJI_A20|414348.625
FJI_A21|1675006.7100000002
FJI_A22|643913.561
FJI_A23|918384.1640000001
FJI_A24|35310.005
FJI_A25|40867.827
FJI_A26|24025.728000000003
FRA_A01|125876058.57300001
FRA_A02|3644923.9849999994
FRA_A03|16817634.183000002
FRA_A04|211634800.757
FRA_A05|55772080.81400001
FRA_A06|111822945.276
FRA_A07|339010693.898
FRA_A08|171759203.984
FRA_A09|276121854.75699997
FRA_A10|219103714.822
FRA_A11|32217668.047000006
FRA_A12|1858895.7840000002
FRA_A13|101392311.245
FRA_A14|295864954.5020001
FRA_A15|56966555.301
FRA_A16|217133216.204
FRA_A17|155306455.713
FRA_A18|118760873.349
FRA_A19|287582328.33
FRA_A20|101289261.00600001
FRA_A21|1167603627.025
FRA_A22|247935058.162
FRA_A23|516877900.4369999
FRA_A24|11495079.011999998
FRA_A25|15815046.744
FRA_A26|54232685.307000004
GAB_A01|1231853.094
GAB_A02|81073.472
GAB_A03|6217074.0770000005
GAB_A04|952656.605
GAB_A05|247347.25300000003
GAB_A06|824398.762
GAB_A07|1954257.445
GAB_A08|930153.615
GAB_A09|2088436.6680000003
GAB_A10|908947.81
GAB_A11|309276.105
GAB_A12|89477.42300000001
GAB_A13|1792674.03
GAB_A14|2361350.867
GAB_A15|71695.043
GAB_A16|1480478.2719999999
GAB_A17|845464.0020000001
GAB_A18|728742.198
GAB_A19|1634280.2989999996
GAB_A20|1342730.286
GAB_A21|8757315.389
GAB_A22|1697130.9649999999
GAB_A23|2390373.676
GAB_A24|52299.238000000005
GAB_A25|114843.02300000002
GAB_A26|16131.517
GBR_A01|45274024.11
GBR_A02|2050636.387
GBR_A03|74331973.686
GBR_A04|159927438.422
GBR_A05|42782580.21
GBR_A06|94975074.79
GBR_A07|255883849.14100003
GBR_A08|118855505.319
GBR_A09|276518485.78499997
GBR_A10|128971514.49200001
GBR_A11|40549616.61
GBR_A12|5435149.924000001
GBR_A13|130852581.80199999
GBR_A14|340923695.105
GBR_A15|57600675.716000006
GBR_A16|221194501.13799995
GBR_A17|187030358.06300002
GBR_A18|119492057.029
GBR_A19|323718492.83599997
GBR_A20|132910397.13100001
GBR_A21|1114656950.428
GBR_A22|211794908.80300003
GBR_A23|635422881.442
GBR_A24|9947677.157
GBR_A25|16586350.152000003
GBR_A26|50055330.799
GEO_A01|1899283.8569999998
GEO_A02|7484.537000000003
GEO_A03|383247.1989999999
GEO_A04|1382097.466
GEO_A05|467517.265
GEO_A06|117179.69
GEO_A07|1245540.1239999998
GEO_A08|811274.641
GEO_A09|724989.4060000002
GEO_A10|79604.97000000003
GEO_A11|136838.39399999997
GEO_A12|50979.03699999999
GEO_A13|691408.997
GEO_A14|2038222.3299999996
GEO_A15|66709.75200000001
GEO_A16|877998.69
GEO_A17|1900791.8969999999
GEO_A18|562879.827
GEO_A19|2065952.0990000002
GEO_A20|776089.3190000001
GEO_A21|2035685.889
GEO_A22|1699008.7899999996
GEO_A23|1638045.2230000002
GEO_A24|1181548.4889999998
GEO_A25|554571.5960000001
GEO_A26|448.400999999998
GHA_A01|13233263.263999999
GHA_A02|384004.16299999994
GHA_A03|2840673.994
GHA_A04|3711761.6649999996
GHA_A05|610431.6379999998
GHA_A06|2564397.505
GHA_A07|3516222.5880000005
GHA_A08|1333217.9649999999
GHA_A09|4177498.0080000004
GHA_A10|1982658.171
GHA_A11|725935.7509999999
GHA_A12|245895.07400000002
GHA_A13|8890965.004
GHA_A14|6668799.683000001
GHA_A15|373820.01300000004
GHA_A16|8091489.339999999
GHA_A17|6144245.601000001
GHA_A18|4637107.751999999
GHA_A19|3913123.0649999995
GHA_A20|3899206.2520000003
GHA_A21|10709351.82
GHA_A22|4506771.864000002
GHA_A23|4974936.432999998
GHA_A24|155814.144
GHA_A25|220157.29499999998
GHA_A26|59159.251
GIN_A01|1910384.0929999996
GIN_A02|199096.46000000002
GIN_A03|1643082.897
GIN_A04|608166.716
GIN_A05|144872.371
GIN_A06|282310.34200000006
GIN_A07|635275.065
GIN_A08|291488.22900000005
GIN_A09|876193.182
GIN_A10|400213.60900000005
GIN_A11|177893.52300000002
GIN_A12|67550.315
GIN_A13|703098.4980000001
GIN_A14|1237691.1380000005
GIN_A15|114898.60999999999
GIN_A16|1165148.2599999998
GIN_A17|1100804.472
GIN_A18|786587.8229999999
GIN_A19|656336.815
GIN_A20|537943.709
GIN_A21|2409716.3589999997
GIN_A22|1119365.534
GIN_A23|1300041.91
GIN_A24|43969.202
GIN_A25|75012.51999999999
GIN_A26|47811.652
GMB_A01|327752.449
GMB_A02|35065.86
GMB_A03|25133.854000000003
GMB_A04|127418.82199999999
GMB_A05|23897.364999999998
GMB_A06|66396.314
GMB_A07|134037.186
GMB_A08|55321.159999999996
GMB_A09|149930.794
GMB_A10|66576.47700000001
GMB_A11|24315.879999999997
GMB_A12|8580.738999999998
GMB_A13|62998.038
GMB_A14|239640.73999999996
GMB_A15|18819.497
GMB_A16|282545.252
GMB_A17|263068.007
GMB_A18|179307.729
GMB_A19|107591.522
GMB_A20|117066.82300000002
GMB_A21|532952.972
GMB_A22|172308.78299999997
GMB_A23|230827.17800000007
GMB_A24|8833.061999999998
GMB_A25|8902.756
GMB_A26|6722.734999999999
GRC_A01|18064548.350999996
GRC_A02|1311784.0779999997
GRC_A03|2272122.036000001
GRC_A04|26206859.037
GRC_A05|8177602.004
GRC_A06|5599815.035999999
GRC_A07|23592145.329
GRC_A08|9075977.069
GRC_A09|5978046.006
GRC_A10|1590455.677
GRC_A11|2210559.554
GRC_A12|53685.171999999984
GRC_A13|8373547.268999998
GRC_A14|23709338.025
GRC_A15|6363981.740999999
GRC_A16|17841996.176
GRC_A17|14099800.628999997
GRC_A18|20387855.226999998
GRC_A19|26043685.012999997
GRC_A20|8814968.51
GRC_A21|59370007.28300001
GRC_A22|26199986.688
GRC_A23|30562855.698000003
GRC_A24|926149.2019999999
GRC_A25|2774215.8920000005
GRC_A26|5354947.32
GRL_A01|149487.71800000002
GRL_A02|409899.616
GRL_A03|23453.305999999986
GRL_A04|392742.32899999997
GRL_A05|54031.937999999995
GRL_A06|30521.929999999997
GRL_A07|29710.893999999993
GRL_A08|6885.740999999999
GRL_A09|12876.452999999998
GRL_A10|1408.1860000000001
GRL_A11|2434.468
GRL_A12|906.978
GRL_A13|160297.521
GRL_A14|523485.4439999999
GRL_A15|9246.351999999999
GRL_A16|234111.334
GRL_A17|192024.28399999999
GRL_A18|109654.181
GRL_A19|609406.3609999999
GRL_A20|230973.14200000002
GRL_A21|515453.05000000005
GRL_A22|846236.013
GRL_A23|757914.182
GRL_A24|412.024
GRL_A25|118270.42199999999
GRL_A26|87820.15
GTM_A01|9068161.858
GTM_A02|418035.314
GTM_A03|827708.7669999999
GTM_A04|6888778.793999999
GTM_A05|2996161.0239999997
GTM_A06|2401485.289
GTM_A07|6827115.002
GTM_A08|2410383.7970000003
GTM_A09|6719320.706000002
GTM_A10|3107157.595
GTM_A11|1277592.56
GTM_A12|393386.198
GTM_A13|2857611.562
GTM_A14|6653635.684999999
GTM_A15|485639.765
GTM_A16|11311597.384999998
GTM_A17|10062454.245
GTM_A18|7427575.159999999
GTM_A19|4392651.629000001
GTM_A20|4050059.164
GTM_A21|15276350.893999998
GTM_A22|4907204.360000001
GTM_A23|7657102.174000001
GTM_A24|119213.20800000001
GTM_A25|254619.38600000003
GTM_A26|11664.197
GUY_A01|5538637.665000001
GUY_A02|108640.01400000008
GUY_A03|3006602.860000001
GUY_A04|7302224.143999998
GUY_A05|2356573.7210000004
GUY_A06|9149023.121
GUY_A07|22727836.112
GUY_A08|10229855.507999998
GUY_A09|20742221.426
GUY_A10|9249977.159
GUY_A11|3121584.3230000003
GUY_A12|807547.9999999999
GUY_A13|6610228.313999999
GUY_A14|18400709.153000005
GUY_A15|243882.1859999999
GUY_A16|14566860.637
GUY_A17|4783631.76
GUY_A18|5829109.728
GUY_A19|12006729.309
GUY_A20|10581611.744
GUY_A21|82913391.196
GUY_A22|10711483.769000001
GUY_A23|10911291.202000003
GUY_A24|178632.619
GUY_A25|873724.8799999997
GUY_A26|-19824.352999999992
HKG_A01|1484823.04
HKG_A02|327984.414
HKG_A03|6716818.14
HKG_A04|13885155.978999998
HKG_A05|143103357.319
HKG_A06|17609514.441999998
HKG_A07|35492340.13999999
HKG_A08|26682256.024
HKG_A09|209561840.74800003
HKG_A10|5663226.778999999
HKG_A11|37880942.465
HKG_A12|14112506.945
HKG_A13|7991523.874999999
HKG_A14|39006957.266
HKG_A15|4402524.619
HKG_A16|56743628.172000006
HKG_A17|126205704.69100001
HKG_A18|5870031.125
HKG_A19|36198517.019999996
HKG_A20|1190381.2869999998
HKG_A21|37845665.603
HKG_A22|10994900.063
HKG_A23|17212338.816
HKG_A24|85027.06999999998
HKG_A25|24402827.837
HKG_A26|117723.747
HND_A01|4071187.733
HND_A02|370895.16200000007
HND_A03|398329.09
HND_A04|2581935.859
HND_A05|2535887.968
HND_A06|1388665.403
HND_A07|3516549.5649999995
HND_A08|1458186.9249999998
HND_A09|3715391.408
HND_A10|1591224.8980000003
HND_A11|653582.612
HND_A12|149487.46399999998
HND_A13|1619313.2950000004
HND_A14|2891167.4750000006
HND_A15|134764.06399999998
HND_A16|3092309.432
HND_A17|2301220.658
HND_A18|1766751.042
HND_A19|1893975.906
HND_A20|1493481.615
HND_A21|6151977.603
HND_A22|2211998.4489999996
HND_A23|3032853.1369999996
HND_A24|56864.60700000002
HND_A25|183221.952
HND_A26|36818.505
HRV_A01|2836546.982
HRV_A02|188719.527
HRV_A03|899306.2319999998
HRV_A04|3457316.085000001
HRV_A05|2803678.2849999997
HRV_A06|3174457.524
HRV_A07|9797368.831999999
HRV_A08|3131390.4590000003
HRV_A09|8617757.473000001
HRV_A10|2955703.882
HRV_A11|1282130.227
HRV_A12|223151.50799999997
HRV_A13|3785318.681000001
HRV_A14|8162057.228000001
HRV_A15|273214.517
HRV_A16|7180350.703
HRV_A17|4342281.595999999
HRV_A18|3282990.745
HRV_A19|3442004.417
HRV_A20|3512090.2060000002
HRV_A21|15262756.509
HRV_A22|7551138.768999999
HRV_A23|8899652.055000002
HRV_A24|119852.94799999999
HRV_A25|294933.592
HRV_A26|25197.523
HTI_A01|1391993.151
HTI_A02|157447.577
HTI_A03|136477.10400000002
HTI_A04|576649.847
HTI_A05|482791.63300000003
HTI_A06|339817.02
HTI_A07|854780.991
HTI_A08|343401.635
HTI_A09|803075.1360000002
HTI_A10|399187.749
HTI_A11|157274.04499999998
HTI_A12|57994.899000000005
HTI_A13|294818.315
HTI_A14|2135104.7970000003
HTI_A15|91154.234
HTI_A16|1200103.615
HTI_A17|1144172.6449999998
HTI_A18|789846.7980000001
HTI_A19|804774.2019999999
HTI_A20|835559.093
HTI_A21|2734724.941
HTI_A22|770594.66
HTI_A23|1103793.654
HTI_A24|47295.801
HTI_A25|65904.94400000002
HTI_A26|33294.841
HUN_A01|15829027.004
HUN_A02|47489.568999999996
HUN_A03|840315.324
HUN_A04|21504325.537
HUN_A05|7645413.187
HUN_A06|8378920.351
HUN_A07|24476811.334
HUN_A08|11579224.557
HUN_A09|40493910.498
HUN_A10|16128499.344999999
HUN_A11|1921513.462
HUN_A12|241380.61799999993
HUN_A13|9790875.094999999
HUN_A14|14645925.754999999
HUN_A15|4379461.788
HUN_A16|13739789.076
HUN_A17|11348805.257
HUN_A18|6223120.525
HUN_A19|17424759.012
HUN_A20|8513823.966
HUN_A21|45852377.584
HUN_A22|13038394.150999997
HUN_A23|24956556.305999994
HUN_A24|7095.967
HUN_A25|1723962.133
HUN_A26|3684925.403
IDN_A01|157126928.40899998
IDN_A02|19322338.788000003
IDN_A03|119776566.27700001
IDN_A04|208311031.264
IDN_A05|58056401.146
IDN_A06|56166399.633999996
IDN_A07|126147187.71699998
IDN_A08|39887756.57700001
IDN_A09|58074656.069000006
IDN_A10|56091096.57300001
IDN_A11|7916390.057000001
IDN_A12|1357962.174
IDN_A13|27428916.063
IDN_A14|252689775.16599992
IDN_A15|4009868.1960000005
IDN_A16|51682670.44499999
IDN_A17|114949262.33600001
IDN_A18|72651316.363
IDN_A19|185321540.02100003
IDN_A20|11569280.155
IDN_A21|146340425.991
IDN_A22|633291.6040000002
IDN_A23|65049919.791999996
IDN_A24|194257.424
IDN_A25|55751963.06299999
IDN_A26|3305.329999999987
IND_A01|552056601.4380002
IND_A02|20409623.079000004
IND_A03|104459313.622
IND_A04|284255171.5079999
IND_A05|105260021.15600002
IND_A06|54008172.407000005
IND_A07|476174375.021
IND_A08|254353976.74100003
IND_A09|278169196.07500005
IND_A10|81470995.866
IND_A11|54752556.36799999
IND_A12|36743664.289
IND_A13|144581877.92700002
IND_A14|388130798.0259999
IND_A15|7471722.491
