"","Year","ROW","COL","Value","GrossOutput_Row","GrossOutput_Col"
"1",2014,"ABW_A01","ABW_A01",0.141,15927.118,15927.118
"2",2014,"ABW_A02","ABW_A01",0.54,7786.781,15927.118
"3",2014,"ABW_A03","ABW_A01",4.633,81517.5860000001,15927.118
"4",2014,"ABW_A04","ABW_A01",77.728,89171.1969999997,15927.118
"5",2014,"ABW_A05","ABW_A01",2.443,20283.568,15927.118
"6",2014,"ABW_A06","ABW_A01",22.316,85060.5319999997,15927.118
"7",2014,"ABW_A07","ABW_A01",45.53,569253.682000001,15927.118
"8",2014,"ABW_A08","ABW_A01",1.466,30641.864,15927.118
"9",2014,"ABW_A09","ABW_A01",2.937,92309.7999999998,15927.118
"10",2014,"ABW_A10","ABW_A01",0.318,46537.68,15927.118
"11",2014,"ABW_A11","ABW_A01",2.319,39549.5240000001,15927.118
"12",2014,"ABW_A12","ABW_A01",0.208,10923.093,15927.118
"13",2014,"ABW_A13","ABW_A01",98.226,259998.033999999,15927.118
"14",2014,"ABW_A14","ABW_A01",19.604,430633.148,15927.118
"15",2014,"ABW_A15","ABW_A01",4.257,20253.493,15927.118
"16",2014,"ABW_A16","ABW_A01",255.077,282170.189000003,15927.118
"17",2014,"ABW_A17","ABW_A01",16.11,232515.871,15927.118
"18",2014,"ABW_A18","ABW_A01",11.25,614248.470000001,15927.118
"19",2014,"ABW_A19","ABW_A01",53.018,299782.156,15927.118
"20",2014,"ABW_A20","ABW_A01",6.059,196359.451,15927.118
"21",2014,"ABW_A21","ABW_A01",765.313,1099881.141,15927.118
"22",2014,"ABW_A22","ABW_A01",1.21,494328.273,15927.118
"23",2014,"ABW_A23","ABW_A01",21.711,589269.244999999,15927.118
"24",2014,"ABW_A24","ABW_A01",0.099,14956.089,15927.118
"25",2014,"ABW_A25","ABW_A01",0.463,10982.654,15927.118
"26",2014,"ABW_A26","ABW_A01",0.211,9175.545,15927.118
"27",2014,"LG01_LG01","ABW_A01",136.207,NA,15927.118
"28",2014,"LG02_LG02","ABW_A01",-25.198,NA,15927.118
"29",2014,"LH01_LH01","ABW_A01",3266.01,NA,15927.118
"30",2014,"LK01_LK01","ABW_A01",2160.35,NA,15927.118
"31",2014,"LK02_LK02","ABW_A01",176.674,NA,15927.118
"32",2014,"LK03_LK03","ABW_A01",726.554,NA,15927.118
"33",2014,"Imp_A01","ABW_A01",1055.367,NA,15927.118
"34",2014,"Imp_A02","ABW_A01",62.074,NA,15927.118
"35",2014,"Imp_A03","ABW_A01",194.86,NA,15927.118
"36",2014,"Imp_A04","ABW_A01",666.084,NA,15927.118
"37",2014,"Imp_A05","ABW_A01",218.188,NA,15927.118
"38",2014,"Imp_A06","ABW_A01",212.347,NA,15927.118
"39",2014,"Imp_A07","ABW_A01",1513.99,NA,15927.118
"40",2014,"Imp_A08","ABW_A01",286.966,NA,15927.118
"41",2014,"Imp_A09","ABW_A01",615.268,NA,15927.118
"42",2014,"Imp_A10","ABW_A01",170.53,NA,15927.118
"43",2014,"Imp_A11","ABW_A01",108.568,NA,15927.118
"44",2014,"Imp_A12","ABW_A01",85.456,NA,15927.118
"45",2014,"Imp_A13","ABW_A01",95.12,NA,15927.118
"46",2014,"Imp_A14","ABW_A01",118.784,NA,15927.118
"47",2014,"Imp_A15","ABW_A01",68.544,NA,15927.118
"48",2014,"Imp_A16","ABW_A01",89.143,NA,15927.118
"49",2014,"Imp_A17","ABW_A01",104.374,NA,15927.118
"50",2014,"Imp_A18","ABW_A01",116.521,NA,15927.118
"51",2014,"Imp_A19","ABW_A01",292.573,NA,15927.118
"52",2014,"Imp_A20","ABW_A01",122.487,NA,15927.118
"53",2014,"Imp_A21","ABW_A01",911.001,NA,15927.118
"54",2014,"Imp_A22","ABW_A01",94.059,NA,15927.118
"55",2014,"Imp_A23","ABW_A01",286.263,NA,15927.118
"56",2014,"Imp_A24","ABW_A01",70.155,NA,15927.118
"57",2014,"Imp_A25","ABW_A01",33.469,NA,15927.118
"58",2014,"Imp_A26","ABW_A01",482.558,NA,15927.118
"59",2014,"Imp_ZZZ","ABW_A01",-1.415,NA,15927.118
"60",2014,"ABW_A01","ABW_A02",0.102,15927.118,7786.781
"61",2014,"ABW_A02","ABW_A02",0.141,7786.781,7786.781
"62",2014,"ABW_A03","ABW_A02",1.619,81517.5860000001,7786.781
