"","Year","ROW","COL","Value","GrossOutput_Row","GrossOutput_Col"
"1",2020,"ABW_A01","ABW_A01",0.141,30160.933,30160.933
"2",2020,"ABW_A02","ABW_A01",0.588,20867.346,30160.933
"3",2020,"ABW_A03","ABW_A01",4.062,99268.1380000008,30160.933
"4",2020,"ABW_A04","ABW_A01",75.871,101398.987,30160.933
"5",2020,"ABW_A05","ABW_A01",2.378,34051.493,30160.933
"6",2020,"ABW_A06","ABW_A01",20.992,101658.023,30160.933
"7",2020,"ABW_A07","ABW_A01",42.909,724754.505999999,30160.933
"8",2020,"ABW_A08","ABW_A01",1.338,54847.802,30160.933
"9",2020,"ABW_A09","ABW_A01",3.455,103044.6,30160.933
"10",2020,"ABW_A10","ABW_A01",0.43,65215.248,30160.933
"11",2020,"ABW_A11","ABW_A01",2.251,53041.4920000001,30160.933
"12",2020,"ABW_A12","ABW_A01",0.198,28112.0099999999,30160.933
"13",2020,"ABW_A13","ABW_A01",91.171,241820.087999999,30160.933
"14",2020,"ABW_A14","ABW_A01",20.396,361717.847000002,30160.933
"15",2020,"ABW_A15","ABW_A01",4.047,42698.187,30160.933
"16",2020,"ABW_A16","ABW_A01",251.506,318815.306000002,30160.933
"17",2020,"ABW_A17","ABW_A01",24.755,262406.424000001,30160.933
"18",2020,"ABW_A18","ABW_A01",10.872,672977.755,30160.933
"19",2020,"ABW_A19","ABW_A01",48.599,326311.692,30160.933
"20",2020,"ABW_A20","ABW_A01",5.496,194165.299,30160.933
"21",2020,"ABW_A21","ABW_A01",711.617,1025501.96300001,30160.933
"22",2020,"ABW_A22","ABW_A01",1.266,409674.902999999,30160.933
"23",2020,"ABW_A23","ABW_A01",22.361,559851.079999999,30160.933
"24",2020,"ABW_A24","ABW_A01",0.096,36174.202,30160.933
"25",2020,"ABW_A25","ABW_A01",0.5,29006.0650000001,30160.933
"26",2020,"ABW_A26","ABW_A01",0.242,26426.3260000001,30160.933
"27",2020,"LG01_LG01","ABW_A01",14.868,NA,30160.933
"28",2020,"LG02_LG02","ABW_A01",-400.006,NA,30160.933
"29",2020,"LH01_LH01","ABW_A01",356.519,NA,30160.933
"30",2020,"LK01_LK01","ABW_A01",235.823,NA,30160.933
"31",2020,"LK02_LK02","ABW_A01",19.285,NA,30160.933
"32",2020,"LK03_LK03","ABW_A01",79.309,NA,30160.933
"33",2020,"Imp_A01","ABW_A01",3813.818,NA,30160.933
"34",2020,"Imp_A02","ABW_A01",364.389,NA,30160.933
"35",2020,"Imp_A03","ABW_A01",747.866,NA,30160.933
"36",2020,"Imp_A04","ABW_A01",2281.954,NA,30160.933
"37",2020,"Imp_A05","ABW_A01",737.519,NA,30160.933
"38",2020,"Imp_A06","ABW_A01",745.511,NA,30160.933
"39",2020,"Imp_A07","ABW_A01",4911.778,NA,30160.933
"40",2020,"Imp_A08","ABW_A01",1012.597,NA,30160.933
"41",2020,"Imp_A09","ABW_A01",2083.761,NA,30160.933
"42",2020,"Imp_A10","ABW_A01",642.125,NA,30160.933
"43",2020,"Imp_A11","ABW_A01",413.317,NA,30160.933
"44",2020,"Imp_A12","ABW_A01",312.957,NA,30160.933
"45",2020,"Imp_A13","ABW_A01",410.603,NA,30160.933
"46",2020,"Imp_A14","ABW_A01",568.885,NA,30160.933
"47",2020,"Imp_A15","ABW_A01",311.638,NA,30160.933
"48",2020,"Imp_A16","ABW_A01",463.715,NA,30160.933
"49",2020,"Imp_A17","ABW_A01",619.242,NA,30160.933
"50",2020,"Imp_A18","ABW_A01",487.946,NA,30160.933
"51",2020,"Imp_A19","ABW_A01",737.71,NA,30160.933
"52",2020,"Imp_A20","ABW_A01",492.337,NA,30160.933
"53",2020,"Imp_A21","ABW_A01",2850.836,NA,30160.933
"54",2020,"Imp_A22","ABW_A01",445.236,NA,30160.933
"55",2020,"Imp_A23","ABW_A01",1051.328,NA,30160.933
"56",2020,"Imp_A24","ABW_A01",311.979,NA,30160.933
"57",2020,"Imp_A25","ABW_A01",197.073,NA,30160.933
"58",2020,"Imp_A26","ABW_A01",1508.117,NA,30160.933
"59",2020,"Imp_ZZZ","ABW_A01",-16.639,NA,30160.933
"60",2020,"ABW_A01","ABW_A02",0.092,30160.933,20867.346
"61",2020,"ABW_A02","ABW_A02",0.141,20867.346,20867.346
"62",2020,"ABW_A03","ABW_A02",1.292,99268.1380000008,20867.346
"63",2020,"ABW_A04","ABW_A02",4.404,101398.987,20867.346
"64",2020,"ABW_A05","ABW_A02",2.52,34051.493,20867.346
"65",2020,"ABW_A06","ABW_A02",1.261,101658.023,20867.346
"66",2020,"ABW_A07","ABW_A02",4.121,724754.505999999,20867.346
"67",2020,"ABW_A08","ABW_A02",0.157,54847.802,20867.346
"68",2020,"ABW_A09","ABW_A02",0.645,103044.6,20867.346
"69",2020,"ABW_A10","ABW_A02",0.411,65215.248,20867.346
"70",2020,"ABW_A11","ABW_A02",3.093,53041.4920000001,20867.346
"71",2020,"ABW_A12","ABW_A02",0.097,28112.0099999999,20867.346
"72",2020,"ABW_A13","ABW_A02",2.12,241820.087999999,20867.346
"73",2020,"ABW_A14","ABW_A02",0.991,361717.847000002,20867.346
"74",2020,"ABW_A15","ABW_A02",0.408,42698.187,20867.346
"75",2020,"ABW_A16","ABW_A02",24.023,318815.306000002,20867.346
"76",2020,"ABW_A17","ABW_A02",4.076,262406.424000001,20867.346
"77",2020,"ABW_A18","ABW_A02",0.65,672977.755,20867.346
"78",2020,"ABW_A19","ABW_A02",4.166,326311.692,20867.346
"79",2020,"ABW_A20","ABW_A02",1.308,194165.299,20867.346
"80",2020,"ABW_A21","ABW_A02",21.975,1025501.96300001,20867.346
"81",2020,"ABW_A22","ABW_A02",0.082,409674.902999999,20867.346
"82",2020,"ABW_A23","ABW_A02",7.17,559851.079999999,20867.346
"83",2020,"ABW_A24","ABW_A02",0.079,36174.202,20867.346
"84",2020,"ABW_A25","ABW_A02",0.236,29006.0650000001,20867.346
"85",2020,"ABW_A26","ABW_A02",0.103,26426.3260000001,20867.346
"86",2020,"LG01_LG01","ABW_A02",1.605,NA,20867.346
"87",2020,"LG02_LG02","ABW_A02",-273.884,NA,20867.346
"88",2020,"LH01_LH01","ABW_A02",181.916,NA,20867.346
"89",2020,"LK01_LK01","ABW_A02",30.213,NA,20867.346
"90",2020,"LK02_LK02","ABW_A02",2.144,NA,20867.346
"91",2020,"LK03_LK03","ABW_A02",10.214,NA,20867.346
"92",2020,"Imp_A01","ABW_A02",1287.154,NA,20867.346
"93",2020,"Imp_A02","ABW_A02",455.926,NA,20867.346
"94",2020,"Imp_A03","ABW_A02",836.066,NA,20867.346
"95",2020,"Imp_A04","ABW_A02",1530.904,NA,20867.346
"96",2020,"Imp_A05","ABW_A02",801.107,NA,20867.346
"97",2020,"Imp_A06","ABW_A02",655.863,NA,20867.346
"98",2020,"Imp_A07","ABW_A02",1835.751,NA,20867.346
"99",2020,"Imp_A08","ABW_A02",881.933,NA,20867.346
"100",2020,"Imp_A09","ABW_A02",1346.446,NA,20867.346
"101",2020,"Imp_A10","ABW_A02",598.986,NA,20867.346
"102",2020,"Imp_A11","ABW_A02",490.427,NA,20867.346
"103",2020,"Imp_A12","ABW_A02",346.576,NA,20867.346
"104",2020,"Imp_A13","ABW_A02",443.372,NA,20867.346
"105",2020,"Imp_A14","ABW_A02",702.924,NA,20867.346
"106",2020,"Imp_A15","ABW_A02",394.149,NA,20867.346
"107",2020,"Imp_A16","ABW_A02",607.541,NA,20867.346
"108",2020,"Imp_A17","ABW_A02",823.699,NA,20867.346
"109",2020,"Imp_A18","ABW_A02",536.695,NA,20867.346
"110",2020,"Imp_A19","ABW_A02",844.16,NA,20867.346
"111",2020,"Imp_A20","ABW_A02",586.157,NA,20867.346
"112",2020,"Imp_A21","ABW_A02",1846.734,NA,20867.346
"113",2020,"Imp_A22","ABW_A02",538.417,NA,20867.346
"114",2020,"Imp_A23","ABW_A02",1224.637,NA,20867.346
"115",2020,"Imp_A24","ABW_A02",383.327,NA,20867.346
"116",2020,"Imp_A25","ABW_A02",192.117,NA,20867.346
"117",2020,"Imp_A26","ABW_A02",651.546,NA,20867.346
"118",2020,"Imp_ZZZ","ABW_A02",-13.097,NA,20867.346
"119",2020,"ABW_A01","ABW_A03",2.441,30160.933,99268.1380000008
"120",2020,"ABW_A02","ABW_A03",1.25,20867.346,99268.1380000008
"121",2020,"ABW_A03","ABW_A03",466.41,99268.1380000008,99268.1380000008
"122",2020,"ABW_A04","ABW_A03",3.659,101398.987,99268.1380000008
"123",2020,"ABW_A05","ABW_A03",32.486,34051.493,99268.1380000008
"124",2020,"ABW_A06","ABW_A03",124.352,101658.023,99268.1380000008
"125",2020,"ABW_A07","ABW_A03",329.208,724754.505999999,99268.1380000008
"126",2020,"ABW_A08","ABW_A03",127.884,54847.802,99268.1380000008
"127",2020,"ABW_A09","ABW_A03",281.699,103044.6,99268.1380000008
"128",2020,"ABW_A10","ABW_A03",37.095,65215.248,99268.1380000008
"129",2020,"ABW_A11","ABW_A03",90.509,53041.4920000001,99268.1380000008
"130",2020,"ABW_A12","ABW_A03",43.937,28112.0099999999,99268.1380000008
