"Country or Area","SNA93 Table Code","Sub Item","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA system","Value","Value Footnotes"
"Australia","2.3","Mining and quarrying (C)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","94988700000",""
"Australia","2.3","Mining and quarrying (C)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","90000",""
"Australia","2.3","Mining and quarrying (C)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","90000",""
"Australia","2.3","Manufacturing (D)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","52603000000",""
"Australia","2.3","Manufacturing (D)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","30269000000",""
"Australia","2.3","Manufacturing (D)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","30269000000",""
"Australia","2.3","Manufacturing (D)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","30269000000",""
"Australia","2.3","Manufacturing (D)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","5527000000",""
"Australia","2.3","Manufacturing (D)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","6199000000",""
"Australia","2.3","Manufacturing (D)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","672000000",""
"Australia","2.3","Manufacturing (D)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","16807000000","10"
"Australia","2.3","Manufacturing (D)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","7023000000",""
"Australia","2.3","Manufacturing (D)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","7023000000",""
"Australia","2.3","Manufacturing (D)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","6722000000",""
"Australia","2.3","Manufacturing (D)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","6214000000",""
"Australia","2.3","Manufacturing (D)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","10593000000","2"
"Australia","2.3","Manufacturing (D)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","8613300000",""
"Australia","2.3","Manufacturing (D)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","11240104980",""
"Australia","2.3","Manufacturing (D)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","130383300000",""
"Australia","2.3","Manufacturing (D)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","124961400000",""
"Australia","2.3","Manufacturing (D)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","1201400",""
"Australia","2.3","Manufacturing (D)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","1201400",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","11571000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","4005000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","4005000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","4005000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","404000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","611000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","207000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","7162000000","10"
"Australia","2.3","Electricity, gas and water supply (E)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","3421000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","3421000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","3691000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","3658000000",""
"Australia","2.3","Electricity, gas and water supply (E)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","3504000000","2"
"Australia","2.3","Electricity, gas and water supply (E)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","4066300000",""
"Australia","2.3","Electricity, gas and water supply (E)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","5053439348",""
"Australia","2.3","Electricity, gas and water supply (E)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","148828400000",""
"Australia","2.3","Electricity, gas and water supply (E)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","132471200000",""
"Australia","2.3","Electricity, gas and water supply (E)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","119300",""
"Australia","2.3","Electricity, gas and water supply (E)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","119300",""
"Australia","2.3","Construction (F)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","23899000000",""
"Australia","2.3","Construction (F)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","13128000000",""
"Australia","2.3","Construction (F)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","13128000000",""
"Australia","2.3","Construction (F)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","13128000000",""
"Australia","2.3","Construction (F)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","714000000",""
"Australia","2.3","Construction (F)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","742000000",""
"Australia","2.3","Construction (F)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","28000000",""
"Australia","2.3","Construction (F)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","10057000000","10"
"Australia","2.3","Construction (F)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","1574000000",""
"Australia","2.3","Construction (F)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","1574000000",""
"Australia","2.3","Construction (F)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","1531000000",""
"Australia","2.3","Construction (F)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","1629000000",""
"Australia","2.3","Construction (F)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","8428000000","2"
"Australia","2.3","Construction (F)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","3060200000",""
"Australia","2.3","Construction (F)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","4055222324",""
"Australia","2.3","Construction (F)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","28896500000",""
"Australia","2.3","Construction (F)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","30505800000",""
"Australia","2.3","Construction (F)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","570500",""
"Australia","2.3","Construction (F)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","570500",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","67270000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","29112000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","29112000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","29112000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","17959000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","18215000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","256000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","20199000000","10"
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","4730000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","4730000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","4923000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","4916000000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","15283000000","2"
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","8345500000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","10751984002",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","123128900000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","111242500000",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","1832800",""
"Australia","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","1832800",""
"Australia","2.3","Transport, storage and communications (I)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","27037000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","11921000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","11921000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","11921000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","-680000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","1559000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","2239000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","15796000000","10"
"Australia","2.3","Transport, storage and communications (I)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","7898000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","7898000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","7596000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","7693000000",""
"Australia","2.3","Transport, storage and communications (I)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","8103000000","2"
"Australia","2.3","Transport, storage and communications (I)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","10723500000",""
"Australia","2.3","Transport, storage and communications (I)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","13673018630",""
"Australia","2.3","Transport, storage and communications (I)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","211915000000",""
"Australia","2.3","Transport, storage and communications (I)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","203821400000",""
"Australia","2.3","Transport, storage and communications (I)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","521500",""
"Australia","2.3","Transport, storage and communications (I)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","521500",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","78328000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","21995000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","21995000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","21995000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","9110000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","9183000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","73000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","47223000000","10"
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","12776000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","12776000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","12428000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","15682000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","31541000000","2"
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","36971100000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","19697755554",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","623699000000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","562058200000",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","913400",""
"Australia","2.3","Financial intermediation; real estate, renting and business activities (J+K)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","913400",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","12389000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","11176000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","-5000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","96000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","101000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","1218000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","3347000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","3347000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","1788000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","1218000000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","2453400000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","3314800203",""
"Australia","2.3","Public administration and defense; compulsory social security (L)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","61756100000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","71348500000",""
"Australia","2.3","Public administration and defense; compulsory social security (L)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","470440",""
"Australia","2.3","Public administration and defense; compulsory social security (L)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","470440",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1988","10","Australian dollar","1968","44747000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Compensation of employees","D.1","1988","200","Australian dollar     ","1993","35084000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Compensation of employees","D.1","1988","100","Australian dollar                       ","1993","35084000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Compensation of employees","D.1","1988","10","Australian dollar","1968","35084000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1988","10","Australian dollar","1968","2456000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Taxes on production and imports","D.2","1988","10","Australian dollar","1968","2724000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Subsidies","D.3","1988","10","Australian dollar","1968","268000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","OPERATING SURPLUS, GROSS","B.2g","1988","10","Australian dollar","1968","7207000000","10"
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Consumption of fixed capital","K.1","1988","1000","Australian dollar","2008","3234000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Consumption of fixed capital","K.1","1988","300","Australian dollar","1993","3234000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Consumption of fixed capital","K.1","1988","200","Australian dollar     ","1993","3829000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Consumption of fixed capital","K.1","1988","10","Australian dollar","1968","3458000000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","OPERATING SURPLUS, NET","B.2n","1988","10","Australian dollar","1968","3749000000","2"
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)","","Gross fixed capital formation","P.51","1988","200","Australian dollar     ","1993","6171500000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)","","Gross fixed capital formation","P.51","1988","100","Australian dollar                       ","1993","8904018941",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","200","Australian dollar     ","1993","136186400000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)","","Closing stocks of fixed assets (produced assets)","AN.11","1988","100","Australian dollar                       ","1993","136582600000",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","1439950",""
"Australia","2.3","Education; health and social work; other community, social and personal services (M+N+O)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","1440000",""
"Australia","2.3","Private households with employed persons (P)","","Employment (average, in 1000 persons)","","1988","200","Australian dollar     ","1993","12900",""
"Australia","2.3","Private households with employed persons (P)","","Employment (average, in 1000 persons)","","1988","100","Australian dollar                       ","1993","12900",""
"Australia","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1987","200","Australian dollar     ","1993","295183439348.714",""
"Australia","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1987","100","Australian dollar                       ","1993","285368500000",""
"Australia","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1987","10","Australian dollar","1968","304608000000",""
"Australia","2.3","Total Economy"," ","Compensation of employees","D.1","1987","1000","Australian dollar","2008","162328000000",""
"Australia","2.3","Total Economy"," ","Compensation of employees","D.1","1987","300","Australian dollar","1993","162328000000",""
"Australia","2.3","Total Economy"," ","Compensation of employees","D.1","1987","200","Australian dollar     ","1993","156675000000",""
"Australia","2.3","Total Economy"," ","Compensation of employees","D.1","1987","100","Australian dollar                       ","1993","147468000000",""
"Australia","2.3","Total Economy"," ","Compensation of employees","D.1","1987","10","Australian dollar","1968","146826000000",""
"Australia","2.3","Total Economy"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1987","200","Australian dollar     ","1993","10245500000","45"
"Australia","2.3","Total Economy"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1987","100","Australian dollar                       ","1993","10245500000",""
"Australia","2.3","Total Economy"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1987","10","Australian dollar","1968","33354000000",""
"Australia","2.3","Total Economy"," ","Taxes on production and imports","D.2","1987","10","Australian dollar","1968","37899000000",""
"Australia","2.3","Total Economy"," ","Less: Subsidies","D.3","1987","10","Australian dollar","1968","4545000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, GROSS","B.2g","1987","1000","Australian dollar","2008","132458000000","10"
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, GROSS","B.2g","1987","300","Australian dollar","1993","132458000000","10"
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, GROSS","B.2g","1987","200","Australian dollar     ","1993","129423000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, GROSS","B.2g","1987","100","Australian dollar                       ","1993","127655000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, GROSS","B.2g","1987","10","Australian dollar","1968","124428000000","3"
"Australia","2.3","Total Economy"," ","Total Economy only: Adjustment for FISIM (if FISIM is not distributed to uses)","P.119","1987","10","Australian dollar","1968","8599000000",""
"Australia","2.3","Total Economy"," ","Less: Consumption of fixed capital","K.1","1987","1000","Australian dollar","2008","49943000000","41"
"Australia","2.3","Total Economy"," ","Less: Consumption of fixed capital","K.1","1987","300","Australian dollar","1993","49943000000","41"
"Australia","2.3","Total Economy"," ","Less: Consumption of fixed capital","K.1","1987","200","Australian dollar     ","1993","48392000000",""
"Australia","2.3","Total Economy"," ","Less: Consumption of fixed capital","K.1","1987","100","Australian dollar                       ","1993","51340000000",""
"Australia","2.3","Total Economy"," ","Less: Consumption of fixed capital","K.1","1987","10","Australian dollar","1968","46733000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, NET","B.2n","1987","1000","Australian dollar","2008","82515000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, NET","B.2n","1987","300","Australian dollar","1993","82515000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, NET","B.2n","1987","200","Australian dollar     ","1993","81031000000",""
"Australia","2.3","Total Economy"," ","OPERATING SURPLUS, NET","B.2n","1987","10","Australian dollar","1968","77695000000","4"
"Australia","2.3","Total Economy","","Gross capital formation","P.5","1987","200","Australian dollar     ","1993","80931000000",""
"Australia","2.3","Total Economy","","Gross capital formation","P.5","1987","100","Australian dollar                       ","1993","80931000000",""
"Australia","2.3","Total Economy","","Gross fixed capital formation","P.51","1987","1000","Australian dollar","2008","89378000000",""
"Australia","2.3","Total Economy","","Gross fixed capital formation","P.51","1987","300","Australian dollar","1993","89378000000",""
"Australia","2.3","Total Economy","","Gross fixed capital formation","P.51","1987","200","Australian dollar     ","1993","85623100000",""
"Australia","2.3","Total Economy","","Gross fixed capital formation","P.51","1987","100","Australian dollar                       ","1993","80442600000",""
"Australia","2.3","Total Economy","","Changes in inventories","P.52","1987","200","Australian dollar     ","1993","488000000",""
"Australia","2.3","Total Economy","","Changes in inventories","P.52","1987","100","Australian dollar                       ","1993","488000000",""
"Australia","2.3","Total Economy","","Closing stocks of fixed assets (produced assets)","AN.11","1987","1000","Australian dollar","2008","1567662000000",""
"Australia","2.3","Total Economy","","Closing stocks of fixed assets (produced assets)","AN.11","1987","300","Australian dollar","1993","1567662000000",""
"Australia","2.3","Total Economy","","Closing stocks of fixed assets (produced assets)","AN.11","1987","200","Australian dollar     ","1993","1494997800000",""
"Australia","2.3","Total Economy","","Closing stocks of fixed assets (produced assets)","AN.11","1987","100","Australian dollar                       ","1993","1402995500000",""
"Australia","2.3","Total Economy","","Employment (average, in 1000 persons)","","1987","200","Australian dollar     ","1993","7289885",""
"Australia","2.3","Total Economy","","Employment (average, in 1000 persons)","","1987","100","Australian dollar                       ","1993","7289885",""
"Australia","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","1987","10","Australian dollar","1968","12403000000","42"
"Australia","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Compensation of employees","D.1","1987","10","Australian dollar","1968","2538000000",""
"Australia","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Taxes on production and imports, less Subsidies","D.2-D.3","1987","10","Australian dollar","1968","732000000",""
"Australia","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Taxes on production and imports","D.2","1987","10","Australian dollar","1968","1066000000",""
"Australia","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Less: Subsidies","D.3","1987","10","Australian dollar","1968","334000000",""
