"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Value","Value Footnotes"
"Uganda","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2011","1000","Uganda shilling","2008","2820860000000",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2011","1100","Uganda shilling","2008","3335301815031.01",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2011","1000","Uganda shilling","2008","1828370000000",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2011","1100","Uganda shilling","2008","1750831063134.15",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2011","1000","Uganda shilling","2008","992490000000",""
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2011","1100","Uganda shilling","2008","6292153052652.25",""
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2011","1000","Uganda shilling","2008","5457340000000",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2011","1100","Uganda shilling","2008","1264176114101.69",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2011","1000","Uganda shilling","2008","1625990000000",""
"Uganda","2.4","Industries","Education","P","2011","1100","Uganda shilling","2008","2842930667966.25",""
"Uganda","2.4","Industries","Education","P","2011","1000","Uganda shilling","2008","2405120000000",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2011","1100","Uganda shilling","2008","2185046270584.32",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2011","1000","Uganda shilling","2008","1426230000000",""
"Uganda","2.4","Industries","Other service activities","R+S+T","2011","1100","Uganda shilling","2008","2180520733852.53",""
"Uganda","2.4","Industries","Other service activities","R+S+T","2011","1000","Uganda shilling","2008","903650000000",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2011","1100","Uganda shilling","2008","103697208969.137",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2011","1000","Uganda shilling","2008","163462000000",""
"Uganda","2.4","Industries","Other service activities","S","2011","1100","Uganda shilling","2008","1394599648494.82",""
"Uganda","2.4","Industries","Other service activities","S","2011","1000","Uganda shilling","2008","520028000000",""
"Uganda","2.4","Industries","Private households with employed persons","T","2011","1100","Uganda shilling","2008","682223876388.567",""
"Uganda","2.4","Industries","Private households with employed persons","T","2011","1000","Uganda shilling","2008","220159000000",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1100","Uganda shilling","2008","67590932794212.4",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","Uganda shilling","2008","50493400000000",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2011","1100","Uganda shilling","2008","4086132487802.49",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2011","1000","Uganda shilling","2008","3701650000000",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2011","1100","Uganda shilling","2008","4086132487802.49",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2011","1000","Uganda shilling","2008","3701650000000",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2011","1100","Uganda shilling","2008","71677065282014.9",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2011","1000","Uganda shilling","2008","54195100000000",""
"Uganda","2.4","Industries","Agriculture, forestry and fishing","A","2010","1100","Uganda shilling","2008","18524072108166","8"
"Uganda","2.4","Industries","Agriculture, forestry and fishing","A","2010","1000","Uganda shilling","2008","10452200000000",""
"Uganda","2.4","Industries","Crop and animal production, hunting and related service activities","01","2010","1100","Uganda shilling","2008","14379916603159.4",""
"Uganda","2.4","Industries","Crop and animal production, hunting and related service activities","01","2010","1000","Uganda shilling","2008","8074200000000",""
"Uganda","2.4","Industries","Forestry and logging","02","2010","1100","Uganda shilling","2008","2336727118365.6",""
"Uganda","2.4","Industries","Forestry and logging","02","2010","1000","Uganda shilling","2008","1733170000000",""
"Uganda","2.4","Industries","Fishing and aquaculture","03","2010","1100","Uganda shilling","2008","2055630604252.36",""
"Uganda","2.4","Industries","Fishing and aquaculture","03","2010","1000","Uganda shilling","2008","644799000000",""
"Uganda","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2010","1100","Uganda shilling","2008","15348034783835.8",""
"Uganda","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2010","1000","Uganda shilling","2008","5649182000000",""
"Uganda","2.4","Industries","Mining and quarrying","B","2010","1100","Uganda shilling","2008","444265106419.451",""
"Uganda","2.4","Industries","Mining and quarrying","B","2010","1000","Uganda shilling","2008","400565000000",""
"Uganda","2.4","Industries","Manufacturing","C","2010","1100","Uganda shilling","2008","12856490130199.3",""
"Uganda","2.4","Industries","Manufacturing","C","2010","1000","Uganda shilling","2008","4048250000000",""
"Uganda","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2010","1100","Uganda shilling","2008","716006908940.41",""
"Uganda","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2010","1000","Uganda shilling","2008","346237000000",""
"Uganda","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2010","1100","Uganda shilling","2008","1331272638276.73",""
"Uganda","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2010","1000","Uganda shilling","2008","854130000000",""
"Uganda","2.4","Industries","Construction","F","2010","1100","Uganda shilling","2008","2976323856293.24",""
"Uganda","2.4","Industries","Construction","F","2010","1000","Uganda shilling","2008","2492990000000",""
"Uganda","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2010","1100","Uganda shilling","2008","12037306047157.9",""
"Uganda","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2010","1000","Uganda shilling","2008","7757510000000",""
"Uganda","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2010","1100","Uganda shilling","2008","8523034815091.4",""
"Uganda","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2010","1000","Uganda shilling","2008","5675810000000",""
"Uganda","2.4","Industries","Transportation and storage","H","2010","1100","Uganda shilling","2008","1917434205486.67",""
"Uganda","2.4","Industries","Transportation and storage","H","2010","1000","Uganda shilling","2008","1080110000000",""
"Uganda","2.4","Industries","Accommodation and food service activities","I","2010","1100","Uganda shilling","2008","1596837026579.82",""
"Uganda","2.4","Industries","Accommodation and food service activities","I","2010","1000","Uganda shilling","2008","1001590000000",""
"Uganda","2.4","Industries","Information and communication","J","2010","1100","Uganda shilling","2008","700285223216.285",""
"Uganda","2.4","Industries","Information and communication","J","2010","1000","Uganda shilling","2008","2367350000000",""
"Uganda","2.4","Industries","Financial and insurance activities","K","2010","1100","Uganda shilling","2008","1208590998704.15",""
"Uganda","2.4","Industries","Financial and insurance activities","K","2010","1000","Uganda shilling","2008","1030620000000",""
"Uganda","2.4","Industries","Real estate activities","L","2010","1100","Uganda shilling","2008","4089294195472.99",""
"Uganda","2.4","Industries","Real estate activities","L","2010","1000","Uganda shilling","2008","2039750000000",""
"Uganda","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2010","1100","Uganda shilling","2008","5104277062438.98",""
"Uganda","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2010","1000","Uganda shilling","2008","2288160000000",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2010","1100","Uganda shilling","2008","3473133378681.33",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2010","1000","Uganda shilling","2008","1516840000000",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2010","1100","Uganda shilling","2008","1631143683757.66",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2010","1000","Uganda shilling","2008","771324000000",""
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2010","1100","Uganda shilling","2008","6305903438776.06",""
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2010","1000","Uganda shilling","2008","4893800000000",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2010","1100","Uganda shilling","2008","1296346614129.86",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2010","1000","Uganda shilling","2008","1379730000000",""
"Uganda","2.4","Industries","Education","P","2010","1100","Uganda shilling","2008","2733552329071.18",""
"Uganda","2.4","Industries","Education","P","2010","1000","Uganda shilling","2008","2224810000000",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2010","1100","Uganda shilling","2008","2276004495575.03",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2010","1000","Uganda shilling","2008","1289270000000",""
"Uganda","2.4","Industries","Other service activities","R+S+T","2010","1100","Uganda shilling","2008","2281973099259.91",""
"Uganda","2.4","Industries","Other service activities","R+S+T","2010","1000","Uganda shilling","2008","755834000000",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2010","1100","Uganda shilling","2008","103808564875.88",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2010","1000","Uganda shilling","2008","135732000000",""
"Uganda","2.4","Industries","Other service activities","S","2010","1100","Uganda shilling","2008","1432604110147.54",""
"Uganda","2.4","Industries","Other service activities","S","2010","1000","Uganda shilling","2008","411633000000",""
"Uganda","2.4","Industries","Private households with employed persons","T","2010","1100","Uganda shilling","2008","745560424236.492",""
"Uganda","2.4","Industries","Private households with employed persons","T","2010","1000","Uganda shilling","2008","208470000000",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1100","Uganda shilling","2008","63850136091873.5",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","Uganda shilling","2008","39727400000000",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","1100","Uganda shilling","2008","3002853799264.9",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2010","1000","Uganda shilling","2008","3133800000000",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2010","1100","Uganda shilling","2008","3002853799264.9",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2010","1000","Uganda shilling","2008","3133800000000",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","1100","Uganda shilling","2008","66852989891138.4",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2010","1000","Uganda shilling","2008","42861200000000",""
"Uganda","2.4","Industries","Agriculture, forestry and fishing","A","2009","1100","Uganda shilling","2008","18654479016449.3",""
"Uganda","2.4","Industries","Agriculture, forestry and fishing","A","2009","1000","Uganda shilling","2008","10754400000000",""
"Uganda","2.4","Industries","Crop and animal production, hunting and related service activities","01","2009","1100","Uganda shilling","2008","14452248746643.3",""
"Uganda","2.4","Industries","Crop and animal production, hunting and related service activities","01","2009","1000","Uganda shilling","2008","8679040000000",""
"Uganda","2.4","Industries","Forestry and logging","02","2009","1100","Uganda shilling","2008","2086566759090.48",""
"Uganda","2.4","Industries","Forestry and logging","02","2009","1000","Uganda shilling","2008","1541140000000",""
"Uganda","2.4","Industries","Fishing and aquaculture","03","2009","1100","Uganda shilling","2008","2115663510715.53",""
"Uganda","2.4","Industries","Fishing and aquaculture","03","2009","1000","Uganda shilling","2008","534261000000",""
"Uganda","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2009","1100","Uganda shilling","2008","8640513895187.19",""
"Uganda","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2009","1000","Uganda shilling","2008","5006926000000",""
"Uganda","2.4","Industries","Mining and quarrying","B","2009","1100","Uganda shilling","2008","197953857522.609",""
"Uganda","2.4","Industries","Mining and quarrying","B","2009","1000","Uganda shilling","2008","485911000000",""
"Uganda","2.4","Industries","Manufacturing","C","2009","1100","Uganda shilling","2008","7317072308960.9",""
"Uganda","2.4","Industries","Manufacturing","C","2009","1000","Uganda shilling","2008","2989450000000",""
"Uganda","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2009","1100","Uganda shilling","2008","364960962719.511",""
"Uganda","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2009","1000","Uganda shilling","2008","353825000000",""
"Uganda","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2009","1100","Uganda shilling","2008","760526765984.171",""
"Uganda","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2009","1000","Uganda shilling","2008","1177740000000",""
"Uganda","2.4","Industries","Construction","F","2009","1100","Uganda shilling","2008","1474275167113.12",""
"Uganda","2.4","Industries","Construction","F","2009","1000","Uganda shilling","2008","2142660000000",""
"Uganda","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2009","1100","Uganda shilling","2008","9152562939955.34","7"
"Uganda","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2009","1000","Uganda shilling","2008","6940750000000",""
"Uganda","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2009","1100","Uganda shilling","2008","6623665538221.5",""
"Uganda","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2009","1000","Uganda shilling","2008","5131370000000",""
"Uganda","2.4","Industries","Transportation and storage","H","2009","1100","Uganda shilling","2008","1397608883511.12",""
"Uganda","2.4","Industries","Transportation and storage","H","2009","1000","Uganda shilling","2008","1041000000000",""
"Uganda","2.4","Industries","Accommodation and food service activities","I","2009","1100","Uganda shilling","2008","1131288518222.72",""
"Uganda","2.4","Industries","Accommodation and food service activities","I","2009","1000","Uganda shilling","2008","768380000000",""
"Uganda","2.4","Industries","Information and communication","J","2009","1100","Uganda shilling","2008","413306606400.135",""
"Uganda","2.4","Industries","Information and communication","J","2009","1000","Uganda shilling","2008","1990700000000",""
"Uganda","2.4","Industries","Financial and insurance activities","K","2009","1100","Uganda shilling","2008","888630137664.729",""
"Uganda","2.4","Industries","Financial and insurance activities","K","2009","1000","Uganda shilling","2008","892528000000",""
"Uganda","2.4","Industries","Real estate activities","L","2009","1100","Uganda shilling","2008","3291555200069.63",""
"Uganda","2.4","Industries","Real estate activities","L","2009","1000","Uganda shilling","2008","1693400000000",""
"Uganda","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2009","1100","Uganda shilling","2008","3131489639307.95","7"
"Uganda","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2009","1000","Uganda shilling","2008","1742400000000",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2009","1100","Uganda shilling","2008","2231806302885.22",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2009","1000","Uganda shilling","2008","1204930000000",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2009","1100","Uganda shilling","2008","899683336422.729",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2009","1000","Uganda shilling","2008","537467000000",""
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2009","1100","Uganda shilling","2008","4721763823546.73","7"
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2009","1000","Uganda shilling","2008","4090600000000",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2009","1100","Uganda shilling","2008","849725007865.411",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2009","1000","Uganda shilling","2008","1061240000000",""
"Uganda","2.4","Industries","Education","P","2009","1100","Uganda shilling","2008","2080155785872.56",""
"Uganda","2.4","Industries","Education","P","2009","1000","Uganda shilling","2008","1863610000000",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2009","1100","Uganda shilling","2008","1791883029808.76",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2009","1000","Uganda shilling","2008","1165740000000",""
"Uganda","2.4","Industries","Other service activities","R+S+T","2009","1100","Uganda shilling","2008","1836273140603.36","7"
"Uganda","2.4","Industries","Other service activities","R+S+T","2009","1000","Uganda shilling","2008","661748000000",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2009","1100","Uganda shilling","2008","77477792391.8602",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2009","1000","Uganda shilling","2008","106007000000",""
"Uganda","2.4","Industries","Other service activities","S","2009","1100","Uganda shilling","2008","1152973172232.3",""
"Uganda","2.4","Industries","Other service activities","S","2009","1000","Uganda shilling","2008","368737000000",""
"Uganda","2.4","Industries","Private households with employed persons","T","2009","1100","Uganda shilling","2008","605822175979.197",""
"Uganda","2.4","Industries","Private households with employed persons","T","2009","1000","Uganda shilling","2008","187004000000",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2009","1100","Uganda shilling","2008","52204849566297.5",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2009","1000","Uganda shilling","2008","35916100000000",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","1100","Uganda shilling","2008","2722980004907.56",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2009","1000","Uganda shilling","2008","2779230000000",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2009","1100","Uganda shilling","2008","2722980004907.56",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2009","1000","Uganda shilling","2008","2779230000000",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","1100","Uganda shilling","2008","54927829571205.1",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2009","1000","Uganda shilling","2008","38695400000000",""
"Uganda","2.4","Industries","Agriculture, forestry and fishing","A","2008","1000","Uganda shilling","2008","7536470000000",""
"Uganda","2.4","Industries","Crop and animal production, hunting and related service activities","01","2008","1000","Uganda shilling","2008","5934820000000",""
"Uganda","2.4","Industries","Forestry and logging","02","2008","1000","Uganda shilling","2008","1142230000000",""
"Uganda","2.4","Industries","Fishing and aquaculture","03","2008","1000","Uganda shilling","2008","459412000000",""
"Uganda","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2008","1000","Uganda shilling","2008","5220567000000",""
"Uganda","2.4","Industries","Mining and quarrying","B","2008","1000","Uganda shilling","2008","385926000000",""
"Uganda","2.4","Industries","Manufacturing","C","2008","1000","Uganda shilling","2008","3050040000000",""
"Uganda","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2008","1000","Uganda shilling","2008","303311000000",""
"Uganda","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2008","1000","Uganda shilling","2008","1481290000000",""
"Uganda","2.4","Industries","Construction","F","2008","1000","Uganda shilling","2008","1671460000000",""
"Uganda","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2008","1000","Uganda shilling","2008","5561420000000",""
"Uganda","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2008","1000","Uganda shilling","2008","4110230000000",""
"Uganda","2.4","Industries","Transportation and storage","H","2008","1000","Uganda shilling","2008","885997000000",""
"Uganda","2.4","Industries","Accommodation and food service activities","I","2008","1000","Uganda shilling","2008","565193000000",""
"Uganda","2.4","Industries","Information and communication","J","2008","1000","Uganda shilling","2008","1529490000000",""
"Uganda","2.4","Industries","Financial and insurance activities","K","2008","1000","Uganda shilling","2008","702350000000",""
"Uganda","2.4","Industries","Real estate activities","L","2008","1000","Uganda shilling","2008","1085670000000",""
"Uganda","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2008","1000","Uganda shilling","2008","1496290000000",""
"Uganda","2.4","Industries","Professional, scientific and technical activities","M","2008","1000","Uganda shilling","2008","1066680000000",""
"Uganda","2.4","Industries","Administrative and support service activities","N","2008","1000","Uganda shilling","2008","429615000000",""
"Uganda","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2008","1000","Uganda shilling","2008","3622450000000",""
"Uganda","2.4","Industries","Public administration and defence; compulsory social security","O","2008","1000","Uganda shilling","2008","893186000000",""
"Uganda","2.4","Industries","Education","P","2008","1000","Uganda shilling","2008","1625000000000",""
"Uganda","2.4","Industries","Human health and social work activities","Q","2008","1000","Uganda shilling","2008","1104270000000",""
"Uganda","2.4","Industries","Other service activities","R+S+T","2008","1000","Uganda shilling","2008","531815000000",""
"Uganda","2.4","Industries","Arts, entertainment and recreation","R","2008","1000","Uganda shilling","2008","94352500000",""
"Uganda","2.4","Industries","Other service activities","S","2008","1000","Uganda shilling","2008","299669000000",""
"Uganda","2.4","Industries","Private households with employed persons","T","2008","1000","Uganda shilling","2008","137793000000",""
"Uganda","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2008","1000","Uganda shilling","2008","28958000000000",""
"Uganda","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2008","1000","Uganda shilling","2008","2356260000000",""
"Uganda","2.4","Industries","Plus: Taxes on products","D.21","2008","1000","Uganda shilling","2008","2356260000000",""
"Uganda","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2008","1000","Uganda shilling","2008","31314200000000",""
"Ukraine","2.4","Industries","Agriculture, forestry and fishing","A","2021","1000","hryvnia","2008","593367000000",""
"Ukraine","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2021","1000","hryvnia","2008","1111762000000",""
"Ukraine","2.4","Industries","Mining and quarrying","B","2021","1000","hryvnia","2008","351148000000",""
"Ukraine","2.4","Industries","Manufacturing","C","2021","1000","hryvnia","2008","560527000000",""
"Ukraine","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2021","1000","hryvnia","2008","180944000000",""
"Ukraine","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2021","1000","hryvnia","2008","19143000000",""
"Ukraine","2.4","Industries","Construction","F","2021","1000","hryvnia","2008","150312000000",""
"Ukraine","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2021","1000","hryvnia","2008","1086589000000",""
"Ukraine","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2021","1000","hryvnia","2008","742123000000",""
"Ukraine","2.4","Industries","Transportation and storage","H","2021","1000","hryvnia","2008","295300000000",""
"Ukraine","2.4","Industries","Accommodation and food service activities","I","2021","1000","hryvnia","2008","49166000000",""
"Ukraine","2.4","Industries","Information and communication","J","2021","1000","hryvnia","2008","255635000000",""
"Ukraine","2.4","Industries","Financial and insurance activities","K","2021","1000","hryvnia","2008","161933000000",""
"Ukraine","2.4","Industries","Real estate activities","L","2021","1000","hryvnia","2008","314763000000",""
"Ukraine","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2021","1000","hryvnia","2008","225442000000",""
"Ukraine","2.4","Industries","Professional, scientific and technical activities","M","2021","1000","hryvnia","2008","157569000000",""
"Ukraine","2.4","Industries","Administrative and support service activities","N","2021","1000","hryvnia","2008","67873000000",""
"Ukraine","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2021","1000","hryvnia","2008","706376000000",""
"Ukraine","2.4","Industries","Public administration and defence; compulsory social security","O","2021","1000","hryvnia","2008","336451000000",""
"Ukraine","2.4","Industries","Education","P","2021","1000","hryvnia","2008","235042000000",""
"Ukraine","2.4","Industries","Human health and social work activities","Q","2021","1000","hryvnia","2008","134883000000",""
"Ukraine","2.4","Industries","Other service activities","R+S+T","2021","1000","hryvnia","2008","78547000000",""
"Ukraine","2.4","Industries","Arts, entertainment and recreation","R","2021","1000","hryvnia","2008","31910000000",""
"Ukraine","2.4","Industries","Other service activities","S","2021","1000","hryvnia","2008","46238000000",""
"Ukraine","2.4","Industries","Private households with employed persons","T","2021","1000","hryvnia","2008","399000000",""
"Ukraine","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2021","1000","hryvnia","2008","4684726000000","9"
"Ukraine","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2021","1000","hryvnia","2008","766123000000",""
"Ukraine","2.4","Industries","Plus: Taxes on products","D.21","2021","1000","hryvnia","2008","780757000000",""
"Ukraine","2.4","Industries","Less: Subsidies on products","D.31","2021","1000","hryvnia","2008","14634000000",""
"Ukraine","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2021","1000","hryvnia","2008","5450849000000","9"
"Ukraine","2.4","Industries","Agriculture, forestry and fishing","A","2020","1000","hryvnia","2008","393077000000",""
"Ukraine","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2020","1000","hryvnia","2008","758738000000",""
"Ukraine","2.4","Industries","Mining and quarrying","B","2020","1000","hryvnia","2008","193120000000",""
"Ukraine","2.4","Industries","Manufacturing","C","2020","1000","hryvnia","2008","426483000000",""
"Ukraine","2.4","Industries","Electricity, gas, steam and air conditioning supply","D","2020","1000","hryvnia","2008","122878000000",""
"Ukraine","2.4","Industries","Water supply; sewerage, waste management and remediation activities","E","2020","1000","hryvnia","2008","16257000000",""
"Ukraine","2.4","Industries","Construction","F","2020","1000","hryvnia","2008","119441000000",""
"Ukraine","2.4","Industries","Wholesale and retail trade, transportation and storage, accommodation and food service activities","G+H+I","2020","1000","hryvnia","2008","881652000000",""
"Ukraine","2.4","Industries","Wholesale and retail trade; repair of motor vehicles and motorcycles","G","2020","1000","hryvnia","2008","588365000000",""
"Ukraine","2.4","Industries","Transportation and storage","H","2020","1000","hryvnia","2008","262453000000",""
"Ukraine","2.4","Industries","Accommodation and food service activities","I","2020","1000","hryvnia","2008","30834000000",""
"Ukraine","2.4","Industries","Information and communication","J","2020","1000","hryvnia","2008","209394000000",""
"Ukraine","2.4","Industries","Financial and insurance activities","K","2020","1000","hryvnia","2008","131903000000",""
"Ukraine","2.4","Industries","Real estate activities","L","2020","1000","hryvnia","2008","268980000000",""
"Ukraine","2.4","Industries","Professional, scientific, technical, administrative and support service activities","M+N","2020","1000","hryvnia","2008","197087000000",""
"Ukraine","2.4","Industries","Professional, scientific and technical activities","M","2020","1000","hryvnia","2008","137192000000",""
"Ukraine","2.4","Industries","Administrative and support service activities","N","2020","1000","hryvnia","2008","59895000000",""
"Ukraine","2.4","Industries","Public administration and defence, education, human health and social work activities","O+P+Q","2020","1000","hryvnia","2008","606224000000",""
"Ukraine","2.4","Industries","Public administration and defence; compulsory social security","O","2020","1000","hryvnia","2008","306533000000",""
"Ukraine","2.4","Industries","Education","P","2020","1000","hryvnia","2008","186049000000",""
"Ukraine","2.4","Industries","Human health and social work activities","Q","2020","1000","hryvnia","2008","113642000000",""
"Ukraine","2.4","Industries","Other service activities","R+S+T","2020","1000","hryvnia","2008","60229000000",""
"Ukraine","2.4","Industries","Arts, entertainment and recreation","R","2020","1000","hryvnia","2008","24338000000",""
"Ukraine","2.4","Industries","Other service activities","S","2020","1000","hryvnia","2008","35589000000",""
"Ukraine","2.4","Industries","Private households with employed persons","T","2020","1000","hryvnia","2008","302000000",""
"Ukraine","2.4","Industries","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2020","1000","hryvnia","2008","3626725000000","9"
"Ukraine","2.4","Industries","Plus: Taxes less Subsidies on products","D.21-D.31","2020","1000","hryvnia","2008","595301000000",""
"Ukraine","2.4","Industries","Plus: Taxes on products","D.21","2020","1000","hryvnia","2008","606560000000",""
"Ukraine","2.4","Industries","Less: Subsidies on products","D.31","2020","1000","hryvnia","2008","11259000000",""
"Ukraine","2.4","Industries","Equals: GROSS DOMESTIC PRODUCT","B.1*g","2020","1000","hryvnia","2008","4222026000000","9"
"Ukraine","2.4","Industries","Agriculture, forestry and fishing","A","2019","1000","hryvnia","2008","356563000000",""
"Ukraine","2.4","Industries","Manufacturing, mining and quarrying and other industrial activities","B+C+D+E","2019","1000","hryvnia","2008","790638000000",""
