Group Code,Country or Area Code,Country or Area,SNA93 Table Code,Sub Group,Item Code,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
201,659,Saint Kitts and Nevis,2.1,Industries,29,Education,M,2015,100,EC dollar,1993,Western calendar year,103172585.9,
201,659,Saint Kitts and Nevis,2.1,Industries,30,Health and social work,N,2015,100,EC dollar,1993,Western calendar year,57833764.67,
201,659,Saint Kitts and Nevis,2.1,Industries,31,"Other community, social and personal services",O,2015,100,EC dollar,1993,Western calendar year,50703117.77,
201,659,Saint Kitts and Nevis,2.1,Industries,11,Private households with employed persons,P,2015,100,EC dollar,1993,Western calendar year,5517328.947,
201,659,Saint Kitts and Nevis,2.1,Industries,12,"Equals: VALUE ADDED, GROSS, in basic prices",B.1g,2015,100,EC dollar,1993,Western calendar year,2037989367,
201,659,Saint Kitts and Nevis,2.1,Industries,13,Less: Financial intermediation services indirectly measured (FISIM),P.119,2015,100,EC dollar,1993,Western calendar year,16005774.49,
201,659,Saint Kitts and Nevis,2.1,Industries,32,Plus: Taxes less Subsidies on products,D.21-D.31,2015,100,EC dollar,1993,Western calendar year,313976348.1,
201,659,Saint Kitts and Nevis,2.1,Industries,14,Plus: Taxes on products,D.21,2015,100,EC dollar,1993,Western calendar year,313976348.1,
201,659,Saint Kitts and Nevis,2.1,Industries,15,Less: Subsidies on products,D.31,2015,100,EC dollar,1993,Western calendar year,0,
201,659,Saint Kitts and Nevis,2.1,Industries,16,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2015,100,EC dollar,1993,Western calendar year,2335959941,
201,659,Saint Kitts and Nevis,2.1,Industries,1,"Agriculture, hunting, forestry; fishing",A+B,2014,100,EC dollar,1993,Western calendar year,26749812.97,
201,659,Saint Kitts and Nevis,2.1,Industries,22,"Agriculture, hunting, forestry",A,2014,100,EC dollar,1993,Western calendar year,18957551.33,
201,659,Saint Kitts and Nevis,2.1,Industries,19,"Agriculture, hunting and related service activities",1,2014,100,EC dollar,1993,Western calendar year,18368986.29,
201,659,Saint Kitts and Nevis,2.1,Industries,20,"Forestry, logging and related service activities",2,2014,100,EC dollar,1993,Western calendar year,588565.0395,
201,659,Saint Kitts and Nevis,2.1,Industries,21,Fishing,B,2014,100,EC dollar,1993,Western calendar year,7792261.637,
201,659,Saint Kitts and Nevis,2.1,Industries,2,Mining and quarrying,C,2014,100,EC dollar,1993,Western calendar year,3602866.073,
201,659,Saint Kitts and Nevis,2.1,Industries,3,Manufacturing,D,2014,100,EC dollar,1993,Western calendar year,159941223.5,
201,659,Saint Kitts and Nevis,2.1,Industries,4,"Electricity, gas and water supply",E,2014,100,EC dollar,1993,Western calendar year,27691252.55,
